,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
116,116,B09QCG4NYB,Medium 25 L Laptop Backpack PLAYYS SCHOOL BACKPACK FOR GIRLS | COLLEGE BAG | TUITION BAG,PLAYY BAGS,0,0,0,429,3.9,41,67,,1,41,https://m.media-amazon.com/images/I/51T3L-NxqYL._AC_UL320_.jpg,Backpack,Medium 25 L Laptop Backpack PLAYYS SCHOOL BACKPACK FOR GIRLS | COLLEGE BAG | TUITION BAG,SKU: B09QCG4NYB
117,117,B07G3CG9FC,Laptop Backpack 31 Ltrs,ADISA,0,0,0,499,4.0,"6,362",72,,1,"6,362",https://m.media-amazon.com/images/I/6175Nru3TXL._AC_UL320_.jpg,Backpack,Laptop Backpack 31 Ltrs,SKU: B07G3CG9FC
118,118,B084LF4RT5,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",FATMUG,0,0,0,"1,399",4.4,514,53,,1,514,https://m.media-amazon.com/images/I/61SHWz8Ub5L._AC_UL320_.jpg,Backpack,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",SKU: B084LF4RT5
119,119,B07QX6G94Q,Hayden 25 Liters 15.6 Inch Laptop Backpack for Men and Women - Umber Brown,The Clownfish,0,0,0,"2,199",4.3,17,56,,1,17,https://m.media-amazon.com/images/I/81DYKwaprjL._AC_UL320_.jpg,Backpack,Hayden 25 Liters 15.6 Inch Laptop Backpack for Men and Women - Umber Brown,SKU: B07QX6G94Q
120,120,B085WPWY1W,CONTACTS 15 inch Everyday Laptop Versatile Backpack with USB Charging Port | Multi functional Bagpack (Grey),Contacts,0,0,0,996,3.9,535,59,,1,535,https://m.media-amazon.com/images/I/51rga1GR6rL._AC_UL320_.jpg,Backpack,CONTACTS 15 inch Everyday Laptop Versatile Backpack with USB Charging Port | Multi functional Bagpack (Grey),SKU: B085WPWY1W
121,121,B01F7AX9ZA,Luxur Brown 25 Liter Laptop Backpack (2404),F Gear,0,0,0,"1,109",4.4,"14,080",57,,1,"14,080",https://m.media-amazon.com/images/I/61jEMPfpFcL._AC_UL320_.jpg,Backpack,Luxur Brown 25 Liter Laptop Backpack (2404),SKU: B01F7AX9ZA
122,122,B01M8LNG7B,19 Ltrs Black and Yellow Backpack (BKPECOBP40112),Gear,0,0,0,422,4.0,378,62,,0,378,https://m.media-amazon.com/images/I/81owFACbB8L._AC_UL320_.jpg,Backpack,19 Ltrs Black and Yellow Backpack (BKPECOBP40112),SKU: B01M8LNG7B
123,123,B088XB5XY8,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",MI,0,0,0,299,4.1,"2,171",40,"Wednesday, February 16",1,"2,171",https://m.media-amazon.com/images/I/71edjA10hZL._AC_UL320_.jpg,Backpack,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",SKU: B088XB5XY8
124,124,B08PSX1LN9,"45 litres Hammer Waterproof Travelling Rucksack Trekking Backpack for Travel Journey Bags for Men Women Boys and Girls with 17.3 inch Laptop Compartment and Rain Cover (Polyester, Navy)",Half Moon,0,0,0,"1,199",4.2,138,57,,1,138,https://m.media-amazon.com/images/I/81D9i1OumwL._AC_UL320_.jpg,Backpack,"45 litres Hammer Waterproof Travelling Rucksack Trekking Backpack for Travel Journey Bags for Men Women Boys and Girls with 17.3 inch Laptop Compartment and Rain Cover (Polyester, Navy)",SKU: B08PSX1LN9
125,125,B097XNZ1J7,"65 Liter Internal Frame Camping Trekking Hiking Backpack Travel Bag Front & Top Loading Rucksack / Water Proof Rain Cover / Shoe Compartment, HK011",TRAWOC,0,0,0,"1,738",4.4,217,65,,1,217,https://m.media-amazon.com/images/I/81cu5AvnSgS._AC_UL320_.jpg,Backpack,"65 Liter Internal Frame Camping Trekking Hiking Backpack Travel Bag Front & Top Loading Rucksack / Water Proof Rain Cover / Shoe Compartment, HK011",SKU: B097XNZ1J7
126,126,B09RJ2CLN7,32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,CAPRIFF,0,0,0,489,3.8,"1,719",62,,0,"1,719",https://m.media-amazon.com/images/I/81fDZ6RSXXL._AC_UL320_.jpg,Backpack,32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,SKU: B09RJ2CLN7
127,127,B09B2633BY,Swagpack 35 Ltrs Large Laptop Backpack With 3 Compartments and Raincover - Blue (SWAGPACK19CBBLU),Safari,0,0,0,"1,129",3.9,165,72,,1,165,https://m.media-amazon.com/images/I/61GbFXABvNL._UX522_.jpg,Backpack,Swagpack 35 Ltrs Large Laptop Backpack With 3 Compartments and Raincover - Blue (SWAGPACK19CBBLU),SKU: B09B2633BY
128,128,B07YFX434Y,"Travel Backpack For Camping, Trekking- Foldable, Light-weight ( 25 L , Black)",FATMUG,0,0,0,499,4.3,110,50,,1,110,https://m.media-amazon.com/images/I/719eRamBqyL._AC_UL320_.jpg,Backpack,"Travel Backpack For Camping, Trekking- Foldable, Light-weight ( 25 L , Black)",SKU: B07YFX434Y
129,129,B08336HQ18,Women's PU Leather Stylish and Trending Backpack for College Office Travel Purse (Black),ShopyVid,0,1,0,381,3.8,705,66,,1,705,https://m.media-amazon.com/images/I/71PcKHG6byL._AC_UL320_.jpg,Backpack,Women's PU Leather Stylish and Trending Backpack for College Office Travel Purse (Black),SKU: B08336HQ18
130,130,B091PBJ3BD,"25L Navy Laptop Backpack, Standard",United Colors of Benetton,0,0,0,989,0.0,0,66,,1,"₹989
₹2,899 Save ₹1,910 (66%)",https://m.media-amazon.com/images/I/713C+ITwQ9S._UY550_.jpg,Backpack,"25L Navy Laptop Backpack, Standard",SKU: B091PBJ3BD
131,131,B0836BRKPX,44 Ltrs Blaze 3 Bike Top Black Casual Backpack (12275_Bike_Top_Black)(HxWxD : 19x13.5x10.5)(inches),Wildcraft,0,0,0,"1,599",4.0,43,24,,0,43,https://m.media-amazon.com/images/I/41uDVWhQvhL._SY300_SX300_.jpg,Backpack,44 Ltrs Blaze 3 Bike Top Black Casual Backpack (12275_Bike_Top_Black)(HxWxD : 19x13.5x10.5)(inches),SKU: B0836BRKPX
132,132,B09B277CR5,"Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",Safari,0,0,0,559,4.0,130,72,,1,130,https://m.media-amazon.com/images/I/61uDtI51IFL._UX522_.jpg,Backpack,"Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",SKU: B09B277CR5
133,133,B07ZJ739TT,Wiki 5 Jacquard Backpack Black (11963 Black),Wildcraft,0,0,0,"1,100",4.1,25,37,,1,25,https://m.media-amazon.com/images/I/61pLGx2mT1L._AC_UL320_.jpg,Backpack,Wiki 5 Jacquard Backpack Black (11963 Black),SKU: B07ZJ739TT
134,134,B075MMFR9V,Anchor Triumph 30 Ltrs Black-Beige Casual Backpack (BKPACRTRM0122),Gear,0,0,0,711,4.3,284,66,,1,284,https://m.media-amazon.com/images/I/A1CxkfN3PBL._AC_UL320_.jpg,Backpack,Anchor Triumph 30 Ltrs Black-Beige Casual Backpack (BKPACRTRM0122),SKU: B075MMFR9V
135,135,B07B1TFJ7M,Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women,FUR JADEN,0,0,0,799,4.0,"3,939",80,,1,"3,939",https://m.media-amazon.com/images/I/5165wP+Kw0L._AC_UL320_.jpg,Backpack,Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women,SKU: B07B1TFJ7M
136,136,B09HCD8XZW,Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,FASHION SHINE,0,0,0,290,3.4,93,83,,0,93,https://m.media-amazon.com/images/I/41r9UUidgjL._AC_UL320_.jpg,Backpack,Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,SKU: B09HCD8XZW
137,137,B082MJQ8RG,"NK ELMNTL BKPK -2.0 Rucksack, CK7922-325, Khaki, standard size",Nike,0,0,0,"1,379",3.9,33,40,,1,33,https://m.media-amazon.com/images/I/71m0MJdl8aL._UY550_.jpg,Backpack,"NK ELMNTL BKPK -2.0 Rucksack, CK7922-325, Khaki, standard size",SKU: B082MJQ8RG
138,138,B07G4D13L7,Vintage2 Anti Theft Faux Leather 28 Ltrs Brown Laptop Backpack (LBPVG2LTH0201),Gear,0,0,0,899,4.4,"2,259",59,,1,"2,259",https://m.media-amazon.com/images/I/915AQLq4QWL._AC_UL320_.jpg,Backpack,Vintage2 Anti Theft Faux Leather 28 Ltrs Brown Laptop Backpack (LBPVG2LTH0201),SKU: B07G4D13L7
139,139,B00O45R3HA,"Maxpedition Falcon-II Backpack, Wolf Gray",Maxpedition,0,0,0,0,4.8,111,0,,0,111,https://m.media-amazon.com/images/I/719qF5aIBzL._AC_UL320_.jpg,Backpack,"Maxpedition Falcon-II Backpack, Wolf Gray",SKU: B00O45R3HA
140,140,B09F3W582V,Large 45 L Laptop Backpack Laptop Backpack Large 45L Unisex Laptop Backpack |School Bag| |College Bag||Backpack,ozino,0,0,0,639,4.0,50,79,,0,50,https://m.media-amazon.com/images/I/91QvMt9m2bL._AC_UL320_.jpg,Backpack,Large 45 L Laptop Backpack Laptop Backpack Large 45L Unisex Laptop Backpack |School Bag| |College Bag||Backpack,SKU: B09F3W582V
141,141,B07TRNGT48,Women BackPack With Beautiul Blue Color Casual Backpak (SP-083 Blue),JSPM,0,0,0,389,4.2,68,61,,1,68,https://m.media-amazon.com/images/I/61J2lCalfbL._UY675_.jpg,Backpack,Women BackPack With Beautiul Blue Color Casual Backpak (SP-083 Blue),SKU: B07TRNGT48
142,142,B09C6D5KQG,35 L Laptop Backpack Spacy unisex backpack with rain cover and Backpack Water Resistant Slim Durable Computer Book Bag (Light Blue),FICRO,0,0,0,639,4.0,17,66,,1,17,https://m.media-amazon.com/images/I/51VIIt-E5GL._AC_UL320_.jpg,Backpack,35 L Laptop Backpack Spacy unisex backpack with rain cover and Backpack Water Resistant Slim Durable Computer Book Bag (Light Blue),SKU: B09C6D5KQG
143,143,B012NW0J30,Polyester 46 cms 24 Litre Grey-Black-yellow(LBPECONO10412) Backpack,Gear,0,0,0,759,4.2,"1,176",62,,1,"1,176",https://m.media-amazon.com/images/I/91QTZkurCuL._AC_UL320_.jpg,Backpack,Polyester 46 cms 24 Litre Grey-Black-yellow(LBPECONO10412) Backpack,SKU: B012NW0J30
144,144,B09RQRWZ1B,2021 New Flower Embroidered Artistic National Style Oxford Medium Capacity Women's Bag Generation Backpack (FM-013),FashMart,0,0,0,399,2.0,1,60,,1,1,https://m.media-amazon.com/images/I/61Njm0Xq3RL._AC_UL320_.jpg,Backpack,2021 New Flower Embroidered Artistic National Style Oxford Medium Capacity Women's Bag Generation Backpack (FM-013),SKU: B09RQRWZ1B
145,145,B09992NCPD,Backpack,Lino Perros,0,0,0,"1,039",4.8,16,72,,1,16,https://m.media-amazon.com/images/I/61fwlxKbtvS._AC_UL320_.jpg,Backpack,Backpack,SKU: B09992NCPD
146,146,B08W96CQ1D,ADULT UNISEX_BACKPACK_NK BRSLA XL BKPK-9.0 MTRL SU20_SEAWEED/SEAWEED/PISTACHIO FROST_CU1039-364-MISC,Nike,0,0,0,"2,109",3.7,10,40,,1,10,https://m.media-amazon.com/images/I/91pyqSNVxcL._UY550_.jpg,Backpack,ADULT UNISEX_BACKPACK_NK BRSLA XL BKPK-9.0 MTRL SU20_SEAWEED/SEAWEED/PISTACHIO FROST_CU1039-364-MISC,SKU: B08W96CQ1D
147,147,B07ZB6H7FG,trento armo delta 37 ltr backpack black,POLICE,0,0,0,"2,199",4.0,29,69,,1,29,https://m.media-amazon.com/images/I/712BHTAf2JL._AC_UL320_.jpg,Backpack,trento armo delta 37 ltr backpack black,SKU: B07ZB6H7FG
148,148,B07P7R8GCT,Beatle Pro 27 Ltrs Blue Laptop Backpack,Skybags,0,0,0,"1,800",4.3,"1,202",36,,0,"1,202",https://m.media-amazon.com/images/I/51PJKReqBuL._AC_UL320_.jpg,Backpack,Beatle Pro 27 Ltrs Blue Laptop Backpack,SKU: B07P7R8GCT
149,149,B07142V4GL,Harissons Xeno 33 Ltrs Black (15.6 inch) Laptop Backpack/Bag for Men and Women with 3 compartments and Waterproof rain Cover,HARISSONS,0,0,0,"2,159",4.1,"1,607",6,,1,"1,607",https://m.media-amazon.com/images/I/91w7hnRxSqL._AC_UL320_.jpg,Backpack,Harissons Xeno 33 Ltrs Black (15.6 inch) Laptop Backpack/Bag for Men and Women with 3 compartments and Waterproof rain Cover,SKU: B07142V4GL
150,150,B07SSG4GH8,"Fantasy 12 litres Midnight Black Fashion Backpack for Girls (15 inch, Water Resistant)",Genie,0,0,0,786,4.3,15,59,,1,15,https://m.media-amazon.com/images/I/61q9C5BXl8L._AC_UL320_.jpg,Backpack,"Fantasy 12 litres Midnight Black Fashion Backpack for Girls (15 inch, Water Resistant)",SKU: B07SSG4GH8
151,151,B08425LGF2,Astro NXT Drawstring Pocket Black School Backpack 34L,Skybags,0,0,0,"1,475",4.3,31,33,,1,31,https://m.media-amazon.com/images/I/41s-YQdJuWL._SY450_.jpg,Backpack,Astro NXT Drawstring Pocket Black School Backpack 34L,SKU: B08425LGF2
152,152,B08NYHPGJS,"Elemental - 2.0 Backpack Dk Smoke Grey/Dk Smoke Grey/Br, MISC (BA5876)",Nike,0,0,0,"1,559",4.4,36,29,,1,36,https://m.media-amazon.com/images/I/41e5+k3j0ES.jpg,Backpack,"Elemental - 2.0 Backpack Dk Smoke Grey/Dk Smoke Grey/Br, MISC (BA5876)",SKU: B08NYHPGJS
153,153,B075Y6SRMG,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,Lenovo,0,0,0,786,4.2,"28,298",51,"Wednesday, February 16",1,"28,298",https://m.media-amazon.com/images/I/71uMciapNnL._AC_UL320_.jpg,Backpack,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,SKU: B075Y6SRMG
154,154,B09RFD1X6S,15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0025),Pagwin,0,0,0,499,0.0,0,67,,0,"₹499
₹1,499 Save ₹1,000 (67%)",https://m.media-amazon.com/images/I/61D2BiPLjcL._AC_UL320_.jpg,Backpack,15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0025),SKU: B09RFD1X6S
155,155,B08Z1P51BN,Rager 08 Grey 46 Cms Casual Backpack,Skybags,0,0,0,799,3.6,51,58,,1,51,https://m.media-amazon.com/images/I/81f4aLWtYiS._AC_UL320_.jpg,Backpack,Rager 08 Grey 46 Cms Casual Backpack,SKU: B08Z1P51BN
156,156,B08C5L5SQR,"Gods Phenom 15.6 inch Anti Theft Laptop Backpack, Secret Access Pocket, Top Organizer, Versatile & Convertible (Black)",Gods,0,0,0,"3,299",4.5,52,18,"Thursday, February 17",1,52,https://m.media-amazon.com/images/I/71MAXfBcC0L._AC_UL320_.jpg,Backpack,"Gods Phenom 15.6 inch Anti Theft Laptop Backpack, Secret Access Pocket, Top Organizer, Versatile & Convertible (Black)",SKU: B08C5L5SQR
157,157,B07VFNP7QN,Spacious Laptop Backpack For Boys & Girls | College Bags For Girls & Boys | Padded Laptop Compartment,Lavie Sport,0,0,0,849,4.1,646,72,,1,646,,Backpack,Spacious Laptop Backpack For Boys & Girls | College Bags For Girls & Boys | Padded Laptop Compartment,SKU: B07VFNP7QN
158,158,B09B28M2RN,"Sheild 26 Ltrs Water Resistant Casual Backpack - Black, L (SHEILD19CBBLK)",Safari,0,0,0,659,4.2,82,75,,1,82,https://m.media-amazon.com/images/I/61wRo-CEKXL._AC_UL320_.jpg,Backpack,"Sheild 26 Ltrs Water Resistant Casual Backpack - Black, L (SHEILD19CBBLK)",SKU: B09B28M2RN
159,159,B08NHL52MK,"Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments",Lunar's,0,0,0,"1,099",4.0,"1,219",63,,1,"1,219",https://m.media-amazon.com/images/I/81GiGvjVB2L._AC_UL320_.jpg,Backpack,"Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments",SKU: B08NHL52MK
160,160,B08D7DFBYP,COSMUS WEBSTAR 45 CM LAPTOP BACKPACK 35 LTRS LARGE SCHOOL BAG / TRAVEL BAGPACK (GREY),COSMUS,0,0,0,873,4.2,576,56,"Wednesday, February 16",1,576,https://m.media-amazon.com/images/I/71K5MSFkJ1L._AC_UL320_.jpg,Backpack,COSMUS WEBSTAR 45 CM LAPTOP BACKPACK 35 LTRS LARGE SCHOOL BAG / TRAVEL BAGPACK (GREY),SKU: B08D7DFBYP
161,161,B07L116H2J,45 Ltrs Grey Rucksack (RUCHIKEGRY),Aristocrat,0,0,0,"1,352",4.2,"1,421",60,,1,"1,421",https://m.media-amazon.com/images/I/61S53pHAKsL._SY741_.jpg,Backpack,45 Ltrs Grey Rucksack (RUCHIKEGRY),SKU: B07L116H2J
162,162,B083NBRVCJ,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (Grey & Mehdi Green),HEROZ,0,0,0,"1,371",4.1,"2,586",61,,0,"2,586",https://m.media-amazon.com/images/I/71ub-YOdIpL._SY355_.jpg,Backpack,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (Grey & Mehdi Green),SKU: B083NBRVCJ
163,163,B099921Q7R,ADULT UNISEX_NSW OTHER SPORTS_BACKPACK_EQUIPMNT BACKPACKS_NK ELMNTL BKPK - 2.0 LBR_LIGHT ARMY/LIGHT ARMY/WHITE_BA5878-320_MISC,Nike,0,0,0,"1,969",0.0,0,10,,1,"₹1,969
₹2,195 Save ₹226 (10%)",https://m.media-amazon.com/images/I/61Ul9duXDwL._UY550_.jpg,Backpack,ADULT UNISEX_NSW OTHER SPORTS_BACKPACK_EQUIPMNT BACKPACKS_NK ELMNTL BKPK - 2.0 LBR_LIGHT ARMY/LIGHT ARMY/WHITE_BA5878-320_MISC,SKU: B099921Q7R
164,164,B0842XB4BN,Dell Gaming Backpack for Laptops (Black),Dell,0,0,0,"2,300",4.3,339,56,"Tuesday, February 22",0,339,https://m.media-amazon.com/images/I/51QxUOI9YqL._AC_UL320_.jpg,Backpack,Dell Gaming Backpack for Laptops (Black),SKU: B0842XB4BN
165,165,B08V8Y3QP2,Cute Mini Backpack Rakhi Gifts for Sister | Rakhi Gift for Kids,ShopyVid,0,0,0,389,4.1,88,57,,0,88,https://m.media-amazon.com/images/I/61Eq9OP2cxL._UX679_.jpg,Backpack,Cute Mini Backpack Rakhi Gifts for Sister | Rakhi Gift for Kids,SKU: B08V8Y3QP2
166,166,B08L6Q9V1H,15 Liters Draw String Bag Viridian Backpack,Arctic Fox,0,0,0,209,4.3,"1,403",40,,0,"1,403",https://m.media-amazon.com/images/I/61ZANC-yZAL._AC_UL320_.jpg,Backpack,15 Liters Draw String Bag Viridian Backpack,SKU: B08L6Q9V1H
167,167,B08WK7DKSF,"Bags 65 L Water Resistant Rucksack Hiking Backpack/Bag for Trekking/Camping/Travel/Outdoor Sports (Navy Blue,Black)",GoldStar,0,0,0,730,3.8,96,63,,0,96,https://m.media-amazon.com/images/I/81tg7-6QbOL._AC_UL320_.jpg,Backpack,"Bags 65 L Water Resistant Rucksack Hiking Backpack/Bag for Trekking/Camping/Travel/Outdoor Sports (Navy Blue,Black)",SKU: B08WK7DKSF
168,168,B09GPHHZPW,Kobra Gamer Laptop Backpack,Arctic Fox,0,0,0,"1,999",4.7,42,47,,1,42,https://m.media-amazon.com/images/I/611+NDWIsKL._AC_UL320_.jpg,Backpack,Kobra Gamer Laptop Backpack,SKU: B09GPHHZPW
169,169,B08QG594P7,Dynotrek Casual 15.6 Inch Water Repellent Laptop Daypack Backpack for Men/Women Unisex-Denim Blue (C5),Dynotrek,0,0,0,650,4.0,40,66,"Sunday, February 20",1,40,https://m.media-amazon.com/images/I/817LwQOhUkL._AC_UL320_.jpg,Backpack,Dynotrek Casual 15.6 Inch Water Repellent Laptop Daypack Backpack for Men/Women Unisex-Denim Blue (C5),SKU: B08QG594P7
170,170,B09B27WXSF,Groove 35 Ltrs Water Resistant Backpack,Safari,0,0,0,"1,009",3.7,55,66,,1,55,https://m.media-amazon.com/images/I/61h2OHD-KAL._UX522_.jpg,Backpack,Groove 35 Ltrs Water Resistant Backpack,SKU: B09B27WXSF
171,171,B07KX13TWL,32 Ltrs Blue Casual/School/College Backpack with USB Charging (FRECKLEUSB19CBBLU),Safari,0,0,0,729,4.0,131,72,,1,131,https://m.media-amazon.com/images/I/71NgDkAxN9L._SY450_.jpg,Backpack,32 Ltrs Blue Casual/School/College Backpack with USB Charging (FRECKLEUSB19CBBLU),SKU: B07KX13TWL
172,172,B09RG9DSZZ,18 inch 35 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-004),Pagwin,0,0,0,749,0.0,0,50,,0,"₹749
₹1,499 Save ₹750 (50%)",https://m.media-amazon.com/images/I/61obsXwaGvL._AC_UL320_.jpg,Backpack,18 inch 35 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-004),SKU: B09RG9DSZZ
173,173,1944135499,"Castles & Crusades Adventurer's Backpack (Hardback, C&C Supp.)",Troll Lord Games,0,0,0,"2,665",0.0,0,24,"Sunday, February 20",1,"₹2,665
₹3,500 Save ₹835 (24%)",https://m.media-amazon.com/images/I/81HbS8jE25L._AC_UL320_.jpg,Backpack,"Castles & Crusades Adventurer's Backpack (Hardback, C&C Supp.)",SKU: 1944135499
174,174,B07KR1NRWR,"20 Ltrs Black/Black/White Casual Backpack (BA6030-013), M",Nike,0,0,0,"1,409",4.3,603,29,,1,603,https://m.media-amazon.com/images/I/91YK-lxXBQL._AC_UL320_.jpg,Backpack,"20 Ltrs Black/Black/White Casual Backpack (BA6030-013), M",SKU: B07KR1NRWR
175,175,B09PLJF1DV,BLANES Large 35 L Laptop Backpack Stylish Unisex Backpack Casual Laptop Bag-Office Bag-School Bag And College Bag-Multipurpose Backpack,Generic,0,0,0,636,4.2,3,58,,0,3,https://m.media-amazon.com/images/I/81qXIzjmjGL._AC_UL320_.jpg,Backpack,BLANES Large 35 L Laptop Backpack Stylish Unisex Backpack Casual Laptop Bag-Office Bag-School Bag And College Bag-Multipurpose Backpack,SKU: B09PLJF1DV
176,176,B08ZJZBX9M,Women's Backpack (Teal),CAPRESE,0,0,0,0,4.5,2,0,,0,2,https://m.media-amazon.com/images/I/71sol8Cl-dS._AC_UL320_.jpg,Backpack,Women's Backpack (Teal),SKU: B08ZJZBX9M
177,177,B091SNKKB4,70L Travel Backpack Hiking Bag Adventure Camping Trekking Bag Rucksack -70L,AFN FASHION,0,0,0,999,4.0,578,71,,1,578,https://m.media-amazon.com/images/I/71OdW0cOeNL._AC_UL320_.jpg,Backpack,70L Travel Backpack Hiking Bag Adventure Camping Trekking Bag Rucksack -70L,SKU: B091SNKKB4
178,178,B073X3TZ1F,Polyester 17 inch 22 cms Black Laptop Backpack (Rover),Safari,0,0,0,"1,099",3.9,318,59,,1,318,https://m.media-amazon.com/images/I/91hcq25eipL._AC_UL320_.jpg,Backpack,Polyester 17 inch 22 cms Black Laptop Backpack (Rover),SKU: B073X3TZ1F
179,179,B07XPJVMDV,Unisex teamGOAL 23 Backpack Black X,Puma,0,0,0,649,4.0,332,50,,1,332,https://m.media-amazon.com/images/I/91pzCX+-0NL._UY550_.jpg,Backpack,Unisex teamGOAL 23 Backpack Black X,SKU: B07XPJVMDV
180,180,B07H5YQ1MS,HP Express 27 ltrs 15.6-inch Laptop Backpack (Black),HP,0,0,0,840,4.2,"3,414",58,"Saturday, February 19",1,"3,414",https://m.media-amazon.com/images/I/919N9XK2kDL._AC_UL320_.jpg,Backpack,HP Express 27 ltrs 15.6-inch Laptop Backpack (Black),SKU: B07H5YQ1MS
181,181,B089QC43BB,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Camo Black),Arctic Fox,0,0,0,"1,499",4.5,93,25,,1,93,https://m.media-amazon.com/images/I/61xinPvd6aL._AC_UL320_.jpg,Backpack,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Camo Black),SKU: B089QC43BB
182,182,B00Z941HO0,14 cms Navy Blue and Green Casual Backpack (BKPOTLNR60503),Gear,0,0,0,589,4.0,88,46,,1,88,https://m.media-amazon.com/images/I/91cmMLc92UL._SY741_.jpg,Backpack,14 cms Navy Blue and Green Casual Backpack (BKPOTLNR60503),SKU: B00Z941HO0
183,183,B088V9G65Y,27 Ltrs Green-Blue Casual Backpack (BPBEA2EGBL),Skybags,0,0,0,849,3.8,255,58,,1,255,https://m.media-amazon.com/images/I/71f5AahomwL._SY679_.jpg,Backpack,27 Ltrs Green-Blue Casual Backpack (BPBEA2EGBL),SKU: B088V9G65Y
184,184,B09CLN8XF4,bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-1),BAGELLO,0,0,0,550,3.3,23,45,,0,23,https://m.media-amazon.com/images/I/41uGuh3+EHL._AC_UL320_.jpg,Backpack,bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-1),SKU: B09CLN8XF4
185,185,B08NYKDDZL,"Unisex's Heritage - 2.0 Backpack, Crimson Tint/Crimson Tint/Dark, One Size', MISC (BA5879)",Nike,0,0,0,"1,409",3.7,13,29,,1,13,https://m.media-amazon.com/images/I/91bE+21FJQL._UY550_.jpg,Backpack,"Unisex's Heritage - 2.0 Backpack, Crimson Tint/Crimson Tint/Dark, One Size', MISC (BA5879)",SKU: B08NYKDDZL
186,186,B07JKPL1BF,Jupiter Small Outdoor Mini Backpack 12L Daypack,KILLER,0,0,0,465,4.0,"5,419",53,,0,"5,419",https://m.media-amazon.com/images/I/61t-OT1n9NS._AC_UL320_.jpg,Backpack,Jupiter Small Outdoor Mini Backpack 12L Daypack,SKU: B07JKPL1BF
187,187,B07MGDK9K2,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (153-ALL) (Purple),HEROZ,0,0,0,841,4.1,"5,649",59,"Saturday, February 19",0,"5,649",https://m.media-amazon.com/images/I/51cboufLY7L._AC_UL320_.jpg,Backpack,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (153-ALL) (Purple),SKU: B07MGDK9K2
188,188,B07XKTQN49,"Team Goal 23 Backpack Core, (Electric Blue Lemonade Puma Black)",Puma,0,0,0,649,4.4,82,50,,1,82,https://m.media-amazon.com/images/I/81kQGl0YocL._AC_UL320_.jpg,Backpack,"Team Goal 23 Backpack Core, (Electric Blue Lemonade Puma Black)",SKU: B07XKTQN49
