,Unnamed: 0,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url
77,77,B01DJJVGBA,"Duracell Ultra Alkaline AAA Battery, 12 Pcs",Duracell,1,0,0,510,4.5,"7,460",0,"Tuesday, February 8",1,"7,460",https://m.media-amazon.com/images/I/81D2V9lF6PL._AC_UL320_.jpg
78,78,B01878UEXY,AmazonBasics AAA Non-Rechargeable Batteries (8-Pack) and AA Non-Rechargeable Batteries (8-Pack),AmazonBasics,0,0,0,0,4.6,446,0,,0,446,https://m.media-amazon.com/images/I/71pYyPQocGL._AC_UL320_.jpg
79,79,B01MSE0VPS,"Duracell AAA4 Battery, Pack of 4",Duracell,0,0,0,0,4.6,84,0,,0,84,https://m.media-amazon.com/images/I/71loimhKPVL._AC_UL320_.jpg
80,80,B0044D9ZI2,Energizer E96BP AAAA Alkaline Battery (2 Pieces),Energizer,0,0,0,149,4.4,"3,975",0,"Saturday, February 12",1,"3,975",https://m.media-amazon.com/images/I/61EK+q3Vp8L._AC_UL320_.jpg
81,81,B07VNL981B,Panasonic 650 MAH AAA HR03 BK-4LDAW 1.2 V Cordless Battery (3 Months Warranty) for Manufacturing Defects,Panasonic,0,0,0,436,4.1,132,45,"Sunday, February 13",1,132,https://m.media-amazon.com/images/I/51Eq-YWzhiL._AC_UL320_.jpg
82,82,B08C9WQFWZ,GP GREENCELL Extra Heavy Duty Battery 1.5V AAA 10 Pack of 2,GP,0,0,0,340,4.5,18,0,"Saturday, February 12",1,18,https://m.media-amazon.com/images/I/61SO8hN7mBL._AC_UL320_.jpg
83,83,B08WB3XGSH,"Panasonic EVOLTA Alkaline AAA Battery, Pack of 4",Panasonic,0,0,0,180,4.4,"2,522",0,"Tuesday, February 8",1,"2,522",https://m.media-amazon.com/images/I/61p0iahdfYS._AC_UL320_.jpg
84,84,B09B173FLQ,eveready AAA Double Power Battery,eveready,0,0,0,160,4.0,7,20,"Sunday, February 13",0,7,
85,85,B07R3386PP,"Duracell Chota Power AAA Alkaline Batteries, LR03/MN2400 - Pack of 10",Duracell,0,0,0,0,4.3,510,0,,0,510,https://m.media-amazon.com/images/I/61axm7viVZS._AC_UL320_.jpg
86,86,B00MNV8E0C,AmazonBasics AA Performance Alkaline Non-Rechargeable Batteries (48 Count) - Appearance May Vary,AmazonBasics,1,0,0,"1,269",4.6,"202,543",15,"Tuesday, February 8",1,"202,543",https://m.media-amazon.com/images/I/71IdKRlm8+L._AC_UL320_.jpg
87,87,B01GYQPCTW,Panasonic AAA Rechargeable Battery (2 piece),Panasonic,1,0,0,390,4.2,477,35,"Sunday, February 13",1,477,https://m.media-amazon.com/images/I/61XO4R5W7EL._AC_UL320_.jpg
88,88,B09P5FVVNP,"KEBILSHOP 2 Pcs 1.2 Volt 5000 mAh D Size Ni-cd Rechargeable Batterry Cell Heavy Duty for Toys,Torches,Radios,Industrial use All Purpose use (2)",KEBILSHOP,1,0,0,900,0.0,0,40,"Sunday, February 13",1,"₹900
₹1,500 Save ₹600 (40%)",https://m.media-amazon.com/images/I/61xfKTkpFOL._AC_UL320_.jpg
89,89,B00LH3DTYS,AmazonBasics AAAA Everyday Alkaline Batteries for Stylus (8-Pack) - Appearance May Vary,AmazonBasics,1,0,0,239,4.2,"17,367",57,"Friday, February 11",1,"17,367",https://m.media-amazon.com/images/I/81zH0BJhSvL._AC_UL320_.jpg
90,90,B08KTJ8PV4,Eveready Rechargeable 1000 Series Combo Pack of AA and AAA Battery 600mAh,Eveready,0,0,0,338,4.2,21,1,"Sunday, February 13",0,21,
91,91,B09DP98PKM,POWER ONE Longlife Max Power AAA Alkaline Battery- 8 Pieces,POWER,0,0,0,360,5.0,2,0,"Thursday, February 10",0,2,https://m.media-amazon.com/images/I/61PPn3QoevL._AC_UL320_.jpg
92,92,B07Z4JMVPT,Duracell Rechargeable AA 1300 Mah (Pack of 4) with AAA 750 Mah (Pack of 4) Battery,Duracell,0,0,0,995,4.5,33,9,,1,33,https://m.media-amazon.com/images/I/61ltm+BjB6S._AC_UL320_.jpg
93,93,B08QJMHQ15,Eveready AAA Batteries Cells (Pack of 10),Eveready,0,0,0,98,5.0,1,2,"Monday, February 14",0,1,https://m.media-amazon.com/images/I/41eLHPicmPL._AC_UL320_.jpg
94,94,B00S7KE0Y2,"Eveready ALK AAA Ultima Battery, Count of 6 [Pack of 2]",Eveready,0,0,0,175,3.2,10,13,"Saturday, February 12",0,10,https://m.media-amazon.com/images/I/61b5VUZSImL._AC_UL320_.jpg
95,95,B08WCKKPDP,"Panasonic EVOLTA Alkaline AAA Battery, Pack of 12",Panasonic,0,0,0,495,4.4,"2,522",2,"Tuesday, February 15",0,"2,522",https://m.media-amazon.com/images/I/71dGxDnmBfS._AC_UL320_.jpg
96,96,B096V5J649,Eveready Zinc Carbon Batteries Combo AA 1005 Pak of 10 Plus AAA 1002 Pack of 10 Plus Aaronics 0.5W Night Lamp,Eveready,0,0,0,349,3.7,4,11,"Sunday, February 13",1,4,https://m.media-amazon.com/images/I/61nhq1ztYbS._AC_UL320_.jpg
97,97,B00BN5SNF0,"ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries, Low Self Discharge, AA 1000mAh Ni-CD (Pack of 4)",ENVIE®,0,0,0,249,4.0,"18,740",0,"Tuesday, February 8",1,"18,740",https://m.media-amazon.com/images/I/71CO8XOhKVL._AC_UL320_.jpg
98,98,B0774LQ8NG,AmazonBasics C Cell Everyday Alkaline Batteries (4-Pack),AmazonBasics,1,0,0,299,4.2,"74,910",40,"Tuesday, February 8",1,"74,910",https://m.media-amazon.com/images/I/71+20PoQ9TL._AC_UL320_.jpg
99,99,B0774D64LT,AmazonBasics 9 Volt Everyday Alkaline Batteries (4-Pack),AmazonBasics,1,0,0,379,4.4,"109,821",37,"Tuesday, February 8",1,"109,821",https://m.media-amazon.com/images/I/71EYDHMLunL._AC_UL320_.jpg
100,100,B00S7KEEQQ,Eveready Recharge AAA BP2 600 NIMH Battery (1000 Series),Eveready,0,0,0,0,4.2,256,0,,0,256,https://m.media-amazon.com/images/I/51h5LDQ4OvL._AC_UL320_.jpg
101,101,B014SZOORC,"Duracell Ultra Alkaline AA Battery, 4 Pieces",Duracell,0,0,0,136,4.5,"2,907",20,"Tuesday, February 8",1,"2,907",https://m.media-amazon.com/images/I/71VnxcCDKEL._AC_UL320_.jpg
102,102,B07CTPRJ65,Envie 1100mah AAA Infinite Plus Rechargable Battery (Pack of 6),Envie,0,0,0,828,4.2,212,8,"Wednesday, February 16",0,212,https://m.media-amazon.com/images/I/81t7codadjL._AC_UL320_.jpg
103,103,B07Z4JCXNK,Duracell Alkaline AA (Pack of 8) & AAA (Pack of 8) Battery,Duracell,0,0,0,601,4.4,157,5,,1,157,https://m.media-amazon.com/images/I/81MBw8aT4JL._AC_UL320_.jpg
104,104,B00DQLEPV0,Camelion AAA 1100mAh Rechargeable Battery -2Nos Pack,Camelion,0,0,0,299,4.2,58,13,"Sunday, February 13",0,58,https://m.media-amazon.com/images/I/81cuKAJ3+oL._AC_UL320_.jpg
105,105,B09MDH4C21,Smartcell AA Alkaline Non-Rechargeable Mini Series Battery Pack of 10,Smartcell,0,0,0,163,4.8,5,9,"Friday, February 11",1,5,https://m.media-amazon.com/images/I/61epdrzkBUL._AC_UL320_.jpg
106,106,B00BN61KR2,ENVIE® (AAA11002PL) AAA Rechargeable Batteries | High-Capacity Ni-MH | 1100 mAh | Low Self Discharge | Pre-Charged (Pack of 2),ENVIE®,0,0,0,300,4.0,"18,740",0,"Sunday, February 13",0,"18,740",https://m.media-amazon.com/images/I/71z81jqNSUL._AC_UL320_.jpg
107,107,B08QJKLSHX,Eveready AAA Batteries Cells (Pack of 10),Eveready,0,0,0,99,0.0,0,1,"Sunday, February 13",0,"₹99
₹100 Save ₹1 (1%)",
108,108,B0031YLTSY,"Duracell Rechargeable AAA 900mAh Batteries, 4 Pcs",Duracell,1,0,0,799,4.3,"63,445",20,"Tuesday, February 8",1,"63,445",https://m.media-amazon.com/images/I/71bk8eAr7+L._AC_UL320_.jpg
