Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
243,B08BR76SH7,Women's Stylish Slim Fit Denim Jeans,Girls Clubs,0,0,0,674,5,1,60,,0,1,https://m.media-amazon.com/images/I/61kGtnJDoKL._AC_UL320_.jpg,Jean,Women's Stylish Slim Fit Denim Jeans,SKU: B08BR76SH7
244,B099PQ9FXK,Girl's Carrot Slim Jeans,Blink Street,0,0,0,579,4,3,64,,1,3,,Jean,Girl's Carrot Slim Jeans,SKU: B099PQ9FXK
245,B077N5NW81,Men's Slim Knee Cut/Distressed Black Jeans,EditLook,0,0,0,487,3.4,168,68,,1,168,https://m.media-amazon.com/images/I/51NTO1DvzcL._AC_UL320_.jpg,Jean,Men's Slim Knee Cut/Distressed Black Jeans,SKU: B077N5NW81
246,B06XSNPTBR,Men's White Slim Fit Stretch Jeans,Urbano Fashion,0,0,0,739,3.6,329,51,,1,329,https://m.media-amazon.com/images/I/61V9GyGKkUL._AC_UL320_.jpg,Jean,Men's White Slim Fit Stretch Jeans,SKU: B06XSNPTBR
247,B082QCGFB5,Women's Skinny Fit Jeans,Levi's,0,0,0,"1,188",4,4,64,,1,4,https://m.media-amazon.com/images/I/71kk1JbNV7L._UY550_.jpg,Jean,Women's Skinny Fit Jeans,SKU: B082QCGFB5
248,B09MLTXPKL,Black High Waist Denim Jeans for Women,O'MINE,0,0,0,449,3.9,7,65,,0,7,https://m.media-amazon.com/images/I/611WYTmYVHL._AC_UL320_.jpg,Jean,Black High Waist Denim Jeans for Women,SKU: B09MLTXPKL
249,B07ZZ5B2J8,Men's Skinny Jeans,Spykar,0,0,0,"1,179",3.8,137,58,,1,137,https://m.media-amazon.com/images/I/71MfK5rT2sL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B07ZZ5B2J8
250,B0989WTGDW,boys Jeans,Amazon Brand - Jam & Honey,0,0,0,719,4.2,11,64,,1,11,https://m.media-amazon.com/images/I/91N5w9Zjx9L._UY550_.jpg,Jean,boys Jeans,SKU: B0989WTGDW
251,B07QS21LF6,Women's & Girls' Regular Fit Jeans,ZXN Clothing,0,0,0,495,3.8,"3,153",71,,0,"3,153",https://m.media-amazon.com/images/I/61ULOrRCEUL._AC_UL320_.jpg,Jean,Women's & Girls' Regular Fit Jeans,SKU: B07QS21LF6
252,B0838358RS,Women's Relaxed Fit Jeans,Pepe Jeans,0,0,0,913,3.6,13,54,,1,13,https://m.media-amazon.com/images/I/81TJh4t9vbL._UX522_.jpg,Jean,Women's Relaxed Fit Jeans,SKU: B0838358RS
253,B08KH78HVD,ALEXANDER JEANS by ROHIT BALDark Blue Denim Jeans with Cross on one side,ROHIT BAL,0,0,0,"6,644",5,1,30,,1,1,https://m.media-amazon.com/images/I/815mwslOm4L._UY550_.jpg,Jean,ALEXANDER JEANS by ROHIT BALDark Blue Denim Jeans with Cross on one side,SKU: B08KH78HVD
254,B08LKKWY7N,Women's Light Blue Wide-Leg Mid Rise Clean Look Regular Length Blast Effect Denim Jeans,Dolce Crudo,0,0,0,986,4.7,8,59,,1,8,https://m.media-amazon.com/images/I/81UyGR9J4GL._AC_UL320_.jpg,Jean,Women's Light Blue Wide-Leg Mid Rise Clean Look Regular Length Blast Effect Denim Jeans,SKU: B08LKKWY7N
255,B09MSDWFV1,by Shoppers Solid Denim Regular Fit Boys Jeans (A21710BJNS011-P),STOP,0,0,0,629,0,0,30,,1,"₹629
₹899 Save ₹270 (30%)",https://m.media-amazon.com/images/I/51S0PG3PmIL._AC_UL320_.jpg,Jean,by Shoppers Solid Denim Regular Fit Boys Jeans (A21710BJNS011-P),SKU: B09MSDWFV1
256,B07MB1YJHY,Women's Slim Fit Jeans,Lee Cooper,0,0,0,898,3.6,9,61,,1,9,https://m.media-amazon.com/images/I/81rfQG+AESL._UY550_.jpg,Jean,Women's Slim Fit Jeans,SKU: B07MB1YJHY
257,B07VB9R1WL,Men's Slim Fit Jeans,Urbano Fashion,0,0,0,699,3.5,718,56,,1,718,https://m.media-amazon.com/images/I/41s4My+nEDL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07VB9R1WL
258,B09NBTFFKY,Men's Skinny Jeans,Red Tape,0,0,0,"1,300",0,0,72,,1,"₹1,300
₹4,599 Save ₹3,299 (72%)",https://m.media-amazon.com/images/I/61bOSSh1W+L._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B09NBTFFKY
259,B08MC7WFP4,Boy's Dark Blue Slim Fit Washed Denim Jeans Stretch,Urbano Juniors,0,0,0,549,3.9,166,54,,1,166,https://m.media-amazon.com/images/I/61lKCVJZF8L._AC_UL320_.jpg,Jean,Boy's Dark Blue Slim Fit Washed Denim Jeans Stretch,SKU: B08MC7WFP4
260,B07CGYZQJH,Men's Skinny Jeans,Diverse,0,0,0,587,3.6,70,77,,1,70,https://m.media-amazon.com/images/I/81yWDOh5QDL._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B07CGYZQJH
261,B08QDTJ1FS,Boy's Regular Jeans,Blink Street,0,0,0,479,4.1,260,63,,0,260,https://m.media-amazon.com/images/I/8149Ew2vmbL._UY550_.jpg,Jean,Boy's Regular Jeans,SKU: B08QDTJ1FS
262,B09CH3WLQ8,Mens Stretchable Jogger Jeans,Amazon Brand - House & Shields,0,0,0,649,3.8,49,68,,1,49,https://m.media-amazon.com/images/I/71IhhpEAo9L._UY550_.jpg,Jean,Mens Stretchable Jogger Jeans,SKU: B09CH3WLQ8
263,B09DG5X87M,"Men Premium Cotton Blend, Light Weight, Stretchable Jeans | Best Fit for Everyone",COBB,0,0,0,499,3.7,46,82,,1,46,https://m.media-amazon.com/images/I/71mSYPGCaXL._AC_UL320_.jpg,Jean,"Men Premium Cotton Blend, Light Weight, Stretchable Jeans | Best Fit for Everyone",SKU: B09DG5X87M
264,B07Q9RSWX6,Men's Relaxed Fit Jeans,Diverse,0,0,0,468,3.7,910,69,,0,910,https://m.media-amazon.com/images/I/61S4Pv2ddKL._AC_UL320_.jpg,Jean,Men's Relaxed Fit Jeans,SKU: B07Q9RSWX6
265,B09BVY3RFD,Women's Regular Jeans,Levi's,0,0,0,"1,190",0,0,52,,1,"₹1,190
₹2,499 Save ₹1,309 (52%)",https://m.media-amazon.com/images/I/81S7Hatcs-L._AC_UL320_.jpg,Jean,Women's Regular Jeans,SKU: B09BVY3RFD
266,B076373D59,Men's Relaxed Fit Jeans,Ben Martin,0,0,0,649,3.7,263,74,,1,263,https://m.media-amazon.com/images/I/714EXTMcpuL._AC_UL320_.jpg,Jean,Men's Relaxed Fit Jeans,SKU: B076373D59
267,B09BVWVV5F,Women's Regular Jeans,Levi's,0,0,0,"1,099",3.8,24,45,,1,24,https://m.media-amazon.com/images/I/71sIeBXKGxL._AC_UL320_.jpg,Jean,Women's Regular Jeans,SKU: B09BVWVV5F
268,B07Y21XMPT,Women's Loose Fit Jeans,FUNDAY FASHION,0,0,0,299,3.7,111,79,,0,111,https://m.media-amazon.com/images/I/81vWJuyPCzL._AC_UL320_.jpg,Jean,Women's Loose Fit Jeans,SKU: B07Y21XMPT
269,B07VGGJWCH,Men's Slim Jeans,Deniklo,0,0,0,748,4,222,71,,1,222,https://m.media-amazon.com/images/I/81KZLyAhoeL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B07VGGJWCH
270,B09JSJY25N,Slim Fit Jeans for Men,DAIS,0,0,0,465,3,6,64,,0,6,https://m.media-amazon.com/images/I/51UZCdNvDjL._UX522_.jpg,Jean,Slim Fit Jeans for Men,SKU: B09JSJY25N
271,B092DLPC35,Kids Girls Jeans Jogger Slim Fit Blue Pack of 2,KIFAYATI BAZAR,0,0,0,487,3.2,251,59,,0,251,https://m.media-amazon.com/images/I/41zeoC9A6jL._AC_UL320_.jpg,Jean,Kids Girls Jeans Jogger Slim Fit Blue Pack of 2,SKU: B092DLPC35
272,B07CC7CJSS,Men's (Rodeo) Comfort Fit Regular Leg Jeans,Lee,0,0,0,"1,218",3.7,41,59,,1,41,https://m.media-amazon.com/images/I/8127TduoUTL._UY550_.jpg,Jean,Men's (Rodeo) Comfort Fit Regular Leg Jeans,SKU: B07CC7CJSS
273,B0859JDKW3,Men's Skinny Jeans,Spykar,0,0,0,"1,009",4.4,14,58,,1,14,https://m.media-amazon.com/images/I/51Vlzzh6pqL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B0859JDKW3
274,B085D7VQQH,Women's Skinny Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,681,3.8,160,66,,1,160,https://m.media-amazon.com/images/I/81gtpJiZmHL._AC_UL320_.jpg,Jean,Women's Skinny Jeans,SKU: B085D7VQQH
275,B09H6SRH2N,Men's Skinny Jeans,Red Tape,0,0,0,"1,193",3.4,3,74,,1,3,https://m.media-amazon.com/images/I/718YWtVjqxL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B09H6SRH2N
276,B09LM8792X,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,699,3.4,14,65,,1,14,https://m.media-amazon.com/images/I/71ZGe8EE0QL._UY550_.jpg,Jean,Men's Slim Jeans,SKU: B09LM8792X
277,B098K72XSN,Boy's Regular Jeans,U.S. Polo Assn. Kids,0,0,0,899,4.3,28,44,,1,28,https://m.media-amazon.com/images/I/91jY03uYniL._UY550_.jpg,Jean,Boy's Regular Jeans,SKU: B098K72XSN
278,B07587NX3X,Men Jeans,Diverse,0,0,0,511,3.8,464,80,,1,464,https://m.media-amazon.com/images/I/81r+aNWSP-L._AC_UL320_.jpg,Jean,Men Jeans,SKU: B07587NX3X
279,B01C2DG5HE,Men's Relaxed Fit Stretchable Jeans (Made in India),Dragaon,0,0,0,"1,395",4.1,160,60,,1,160,,Jean,Men's Relaxed Fit Stretchable Jeans (Made in India),SKU: B01C2DG5HE
280,B08444K4H1,Men's Skinny Fit Jeans,Tommy Hilfiger,0,0,0,"2,811",3.6,22,53,,1,22,,Jean,Men's Skinny Fit Jeans,SKU: B08444K4H1
281,B09B4XZXGG,Women's Harem Relaxed Jeans,AKA CHIC,0,0,0,859,3.7,14,57,,1,14,https://m.media-amazon.com/images/I/71dno07kzQL._UY550_.jpg,Jean,Women's Harem Relaxed Jeans,SKU: B09B4XZXGG
282,B08VDVNBPL,High Waist Bootcut Denim Jeans for Women & Girls,FREAKINS,0,0,0,"1,499",4.1,32,17,,0,32,https://m.media-amazon.com/images/I/612AtdZRtZL._UY679_.jpg,Jean,High Waist Bootcut Denim Jeans for Women & Girls,SKU: B08VDVNBPL
283,B096W4JVG5,Men's Slim Fit Jeans,Integriti,0,0,0,912,3.6,25,70,,1,25,https://m.media-amazon.com/images/I/81i3APIm-CS._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B096W4JVG5
284,B07LBZY2GQ,Men's Jeans,United Colors of Benetton,0,0,0,"1,386",3.7,19,63,,1,19,https://m.media-amazon.com/images/I/81N9W4BFgFL._UX522_.jpg,Jean,Men's Jeans,SKU: B07LBZY2GQ
285,B0854RQRT2,Girl's Slim Jeans,Blink Street,0,0,0,514,4.1,35,57,,1,35,https://m.media-amazon.com/images/I/A1w100LKi4L._AC_UL320_.jpg,Jean,Girl's Slim Jeans,SKU: B0854RQRT2
286,B07P876PG1,Women's Skinny Fit Slim Jeans,Miss Olive,0,0,0,693,3.8,769,65,,1,769,https://m.media-amazon.com/images/I/819NumwckqL._AC_UL320_.jpg,Jean,Women's Skinny Fit Slim Jeans,SKU: B07P876PG1
287,B09CH2P4D7,Men's Slim Stretchable Jeans,Amazon Brand - Symbol,0,0,0,619,3.9,159,64,,1,159,https://m.media-amazon.com/images/I/81bERsbkGnL._AC_UL320_.jpg,Jean,Men's Slim Stretchable Jeans,SKU: B09CH2P4D7
288,B07TM5XCZZ,Men's Slim Jeans,U.S. POLO ASSN.,0,0,0,0,3.9,33,0,,0,33,https://m.media-amazon.com/images/I/81rp2f0Cc+L._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B07TM5XCZZ
289,B08YK3B2HY,Women's Skinny Highwaist Jeans,Broadstar,0,0,0,699,3.6,55,65,,1,55,https://m.media-amazon.com/images/I/31xeKLxfU7L._AC_UL320_.jpg,Jean,Women's Skinny Highwaist Jeans,SKU: B08YK3B2HY
290,B08GSHT3S6,Men Grey Jeans Skinny,Red Tape,0,0,0,"1,049",3.7,259,76,,1,259,,Jean,Men Grey Jeans Skinny,SKU: B08GSHT3S6
291,B078W6499P,Women's Skinny Fit Jeans,Levi's,0,0,0,999,3.9,151,50,,1,151,,Jean,Women's Skinny Fit Jeans,SKU: B078W6499P
292,B08XQV6XS4,Men's Boyfriend Regular Jeans,Lee Cooper,0,0,0,"1,000",0,0,50,,1,"₹1,000
₹1,999 Save ₹999 (50%)",https://m.media-amazon.com/images/I/81Y6dTrdqpL._AC_UL320_.jpg,Jean,Men's Boyfriend Regular Jeans,SKU: B08XQV6XS4
293,B0989PXY4N,Boy's Jogger Relaxed Jeans,Amazon Brand - Symbol,0,0,0,737,4.2,48,63,,1,48,https://m.media-amazon.com/images/I/81EBW+lbwJL._AC_UL320_.jpg,Jean,Boy's Jogger Relaxed Jeans,SKU: B0989PXY4N
294,B07Q46T55Z,Men's MTRO-02AH-AS-29 Slim Jeans,Spykar,0,0,0,"1,450",3.7,3,50,,1,3,https://m.media-amazon.com/images/I/81CfOxVq5JL._AC_UL320_.jpg,Jean,Men's MTRO-02AH-AS-29 Slim Jeans,SKU: B07Q46T55Z
295,B07B3GKVTB,Women's Slim Fit Stretchable Denim Jeans,PANTOFF,0,0,0,499,3.8,"1,311",67,,1,"1,311",https://m.media-amazon.com/images/I/517L0fEp40L._AC_UL320_.jpg,Jean,Women's Slim Fit Stretchable Denim Jeans,SKU: B07B3GKVTB
296,B09K78RGWV,Men's Slim Jeans,Hubberholme,0,0,0,695,3.8,24,59,,1,24,https://m.media-amazon.com/images/I/61ejywldvaL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B09K78RGWV
297,B092DJRLDN,Men's Skinny Jeans (P-Law JN OBF188_Black_34),Men's,0,0,0,914,0,0,68,,1,LAWMAN PG3,https://m.media-amazon.com/images/I/71NyoKu1fIL._AC_UL320_.jpg,Jean,Men's Skinny Jeans (P-Law JN OBF188_Black_34),SKU: B092DJRLDN
298,B09BVZ24WH,Women's Regular Jeans,Levi's,0,0,0,"1,150",5,1,54,,1,1,https://m.media-amazon.com/images/I/61hv8-s0E8L._AC_UL320_.jpg,Jean,Women's Regular Jeans,SKU: B09BVZ24WH
299,B08DPW2SD4,"Skinny Men Black Jeans Size 28 | Soft Denim Narrow Fit Relaxed Jeans | Comfortable Regular Fit Jeans, Denim Fabric Jeans for Casual & Office Wear",Hill Turner,0,0,0,499,4.1,5,80,,1,5,https://m.media-amazon.com/images/I/61BVNBth33L._UX522_.jpg,Jean,"Skinny Men Black Jeans Size 28 | Soft Denim Narrow Fit Relaxed Jeans | Comfortable Regular Fit Jeans, Denim Fabric Jeans for Casual & Office Wear",SKU: B08DPW2SD4
300,B0893R7FJX,Men's Skinny Jeans,Red Tape,0,0,0,"1,079",3.7,723,75,,1,723,https://m.media-amazon.com/images/I/71ezrZQ7MGL._UX679_.jpg,Jean,Men's Skinny Jeans,SKU: B0893R7FJX
301,B07N22D1Z4,Men's Slim Fit Jeans,Wrangler,0,0,0,"1,175",3.2,28,58,,1,28,https://m.media-amazon.com/images/I/81+lJQ6RIrL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07N22D1Z4
302,B077GS2SXF,Men Jeans,Urbano Fashion,0,0,0,725,3.9,227,52,,1,227,https://m.media-amazon.com/images/I/71j2MP7jlWL._UX522_.jpg,Jean,Men Jeans,SKU: B077GS2SXF
303,B08G314XZR,Women Jeans,AKA CHIC,0,0,0,733,4.2,40,74,,1,40,https://m.media-amazon.com/images/I/81hDA+7b1LL._AC_UL320_.jpg,Jean,Women Jeans,SKU: B08G314XZR
304,B07842CF1P,Men's Regular Fit Knee Distressed Jeans,EditLook,0,0,0,487,3.4,383,68,,1,383,https://m.media-amazon.com/images/I/41kHo9i+4oL._AC_UL320_.jpg,Jean,Men's Regular Fit Knee Distressed Jeans,SKU: B07842CF1P
305,B07P8D1V8H,DJ&C by FBB Women's Slim Fit Jeans,DJ & C,0,0,0,299,3.7,55,50,,0,55,https://m.media-amazon.com/images/I/31lEUGJVB9L._UX425_.jpg,Jean,DJ&C by FBB Women's Slim Fit Jeans,SKU: B07P8D1V8H
