Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
135,B01N07V2MC,Men's Slim Fit Jeans,Urbano Fashion,0,0,0,519,3.6,916,57,,1,916,https://m.media-amazon.com/images/I/51UlwkHPtmL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B01N07V2MC
136,B09BVWGFL9,Men's Slim Jeans,Levi's,0,0,0,"1,549",3.9,271,45,,1,271,https://m.media-amazon.com/images/I/71MKlXG11NL._UY550_.jpg,Jean,Men's Slim Jeans,SKU: B09BVWGFL9
137,B074YX6JR5,Men Jeans,Urbano Fashion,0,0,0,649,3.4,"2,107",46,,1,"2,107",https://m.media-amazon.com/images/I/71ft0likY8L._AC_UL320_.jpg,Jean,Men Jeans,SKU: B074YX6JR5
138,B09C6HFR1L,Men's Skinny Jeans,Spykar,0,0,0,"1,112",3.3,20,59,,1,20,https://m.media-amazon.com/images/I/61f4XQ0GhfL._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B09C6HFR1L
139,B08WKDZPRW,Men's Skinny Jeans,Red Tape,0,0,0,"1,095",3.9,35,75,,1,35,https://m.media-amazon.com/images/I/81CfjIf+7pL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B08WKDZPRW
140,B07ZVS57VJ,Women's Relaxed Jeans,AKA CHIC,0,0,0,844,3.6,380,69,,1,380,https://m.media-amazon.com/images/I/81UYAceDmsL._AC_UL320_.jpg,Jean,Women's Relaxed Jeans,SKU: B07ZVS57VJ
141,B08WKDFBB1,Men's Skinny Jeans,Red Tape,0,0,0,"1,186",3.8,18,73,,1,18,https://m.media-amazon.com/images/I/819xsszIhFS._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B08WKDFBB1
142,B07CVKKMNP,Men Jeans,Amazon Brand - Symbol,0,0,0,559,3.6,286,60,,1,286,https://m.media-amazon.com/images/I/91lLxMXFkZL._AC_UL320_.jpg,Jean,Men Jeans,SKU: B07CVKKMNP
143,B09BVXC68X,Men's Regular Jeans,Levi's,0,0,0,"2,799",4.3,62,3,,1,62,https://m.media-amazon.com/images/I/71ItZz1lOMS._UY550_.jpg,Jean,Men's Regular Jeans,SKU: B09BVXC68X
144,B08HQF8HN8,Women's Boot Cut Regular Jeans,VERO MODA,0,0,0,999,4.1,23,60,,1,23,https://m.media-amazon.com/images/I/71N-3O6LVZL._UY550_.jpg,Jean,Women's Boot Cut Regular Jeans,SKU: B08HQF8HN8
145,B09BVXC68X,Men's Regular Jeans,Levi's,0,0,0,"2,799",4.3,62,3,,1,62,https://m.media-amazon.com/images/I/61oIxYxPmcL._UX522_.jpg,Jean,Men's Regular Jeans,SKU: B09BVXC68X
146,B099HVQYCK,mens Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,789,4.2,11,68,,1,11,https://m.media-amazon.com/images/I/71oaJLfdH1L._AC_UL320_.jpg,Jean,mens Jeans,SKU: B099HVQYCK
147,B01J1FYQKE,Women's Slim Fit Jeans,NIFTY,0,0,0,799,3.9,783,47,,1,783,https://m.media-amazon.com/images/I/611SuTgCLrL._AC_UL320_.jpg,Jean,Women's Slim Fit Jeans,SKU: B01J1FYQKE
148,B082QD3T9G,Women's Skinny Fit Jeans,Levi's,0,0,0,"1,959",4.2,49,60,,1,49,https://m.media-amazon.com/images/I/71CpwgqI8qL._UY550_.jpg,Jean,Women's Skinny Fit Jeans,SKU: B082QD3T9G
149,B07CH4WFDF,Men's Slim Jeans,Diverse,0,0,0,481,3.7,"3,300",81,,0,"3,300",https://m.media-amazon.com/images/I/41g9qjzIuLL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B07CH4WFDF
150,B07TWHPD57,Women's Skinny Jeans,Amazon Brand - Symbol,0,0,0,686,3.6,404,66,,1,404,https://m.media-amazon.com/images/I/81aX-qFN+XL._UY550_.jpg,Jean,Women's Skinny Jeans,SKU: B07TWHPD57
151,B08Z3D61BZ,Men's Skinny Jeans,Spykar,0,0,0,964,3.7,24,66,,1,24,https://m.media-amazon.com/images/I/51Vlzzh6pqL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B08Z3D61BZ
152,B09JS64PPL,Stretchable Jeans for Men Regular Fit with Elastic Band,VERSATYL,0,0,0,"1,349",3.3,19,33,,1,19,https://m.media-amazon.com/images/I/6128yu59DvL._UY550_.jpg,Jean,Stretchable Jeans for Men Regular Fit with Elastic Band,SKU: B09JS64PPL
153,B08H2N2L6X,Cherokee Boy's Relaxed Fit Jeans,Cherokee by Unlimited,0,0,0,379,4,966,46,,0,966,https://m.media-amazon.com/images/I/81T0NwkLqhL._UX425_.jpg,Jean,Cherokee Boy's Relaxed Fit Jeans,SKU: B08H2N2L6X
154,B08MC8SSYX,Boy's Slim Fit Jeans,Urbano Juniors,0,0,0,615,4,"2,560",56,,1,"2,560",https://m.media-amazon.com/images/I/71svB5N5dKL._AC_UL320_.jpg,Jean,Boy's Slim Fit Jeans,SKU: B08MC8SSYX
155,B09CH21P9F,Mens Skinny Fit Stretchable Jeans,Amazon Brand - House & Shields,0,0,0,619,4.8,6,66,,1,6,https://m.media-amazon.com/images/I/71nQ0aRDsRL._AC_UL320_.jpg,Jean,Mens Skinny Fit Stretchable Jeans,SKU: B09CH21P9F
156,B08QW8X3TN,Men's Slim Fit Jeans,Levi's,0,0,0,"1,485",3.9,163,55,,1,163,https://m.media-amazon.com/images/I/71MKlXG11NL._UY550_.jpg,Jean,Men's Slim Fit Jeans,SKU: B08QW8X3TN
157,B07C9DMD18,Men's Relaxed Fit Jeans,STUDIO NEXX,0,0,0,685,3.5,370,57,,1,370,https://m.media-amazon.com/images/I/91o1kiUg4sL._UY550_.jpg,Jean,Men's Relaxed Fit Jeans,SKU: B07C9DMD18
158,B085J73LDL,Men's Relaxed Jeans,Amazon Brand - Symbol,0,0,0,669,3.7,"1,053",44,,1,"1,053",https://m.media-amazon.com/images/I/712kD+wpHaL._AC_UL320_.jpg,Jean,Men's Relaxed Jeans,SKU: B085J73LDL
159,B085J7FJQM,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,669,3.6,408,58,,1,408,https://m.media-amazon.com/images/I/81au4FfzaFL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B085J7FJQM
160,B08QDX48V3,Girl's Regular Jeans,Blink Street,0,0,0,479,4,188,63,,0,188,https://m.media-amazon.com/images/I/81ABfp5958L._UY550_.jpg,Jean,Girl's Regular Jeans,SKU: B08QDX48V3
161,B07HLZTB7G,Women's Skinny Jeans,AKA CHIC,0,0,0,899,3.8,252,64,,1,252,https://m.media-amazon.com/images/I/81K66HbD-2L._AC_UL320_.jpg,Jean,Women's Skinny Jeans,SKU: B07HLZTB7G
162,B09LCQZCK8,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,709,3,2,65,,1,2,https://m.media-amazon.com/images/I/81xrblr1IwL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B09LCQZCK8
163,B07WK9G18F,Men's Slim Jeans,Allen Solly,0,0,0,"1,583",0,0,43,,1,"₹1,583
₹2,799 Save ₹1,216 (43%)",https://m.media-amazon.com/images/I/61sT3P1473L._UY679_.jpg,Jean,Men's Slim Jeans,SKU: B07WK9G18F
164,B085D7NZ2L,Women's Slim Fit Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,584,4.1,79,71,,1,79,https://m.media-amazon.com/images/I/8198ILrf9DL._AC_UL320_.jpg,Jean,Women's Slim Fit Jeans,SKU: B085D7NZ2L
165,B08QWH1Y2V,Men's Slim Jeans,Levi's,0,0,0,"1,530",3.9,7,55,,0,7,https://m.media-amazon.com/images/I/71MKlXG11NL._UY550_.jpg,Jean,Men's Slim Jeans,SKU: B08QWH1Y2V
166,B07LHFFQQ2,Women's Skinny Fit Jeans,United Colors of Benetton,0,0,0,581,2.9,11,81,,1,11,https://m.media-amazon.com/images/I/81eSTzAMC8L._UX522_.jpg,Jean,Women's Skinny Fit Jeans,SKU: B07LHFFQQ2
167,B082SZ45VM,Men's Slim Jeans,"L,Zard",0,0,0,499,3.7,16,78,,1,16,https://m.media-amazon.com/images/I/41zJCeZRqbL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B082SZ45VM
168,B09BVVTXHW,Women's Regular Jeans,Levi's,0,0,0,"1,279",3.7,43,36,,0,43,https://m.media-amazon.com/images/I/81zwLPm3V1L._UY550_.jpg,Jean,Women's Regular Jeans,SKU: B09BVVTXHW
169,B09CQGQ8MX,mens Jeans,Allen Solly,0,0,0,"1,022",4,6,43,,1,6,https://m.media-amazon.com/images/I/518q3Yxd0pL._AC_UL320_.jpg,Jean,mens Jeans,SKU: B09CQGQ8MX
170,B01NBOFQGP,Men's Skinny Fit Jeans,HALOGEN,0,0,0,945,3.9,364,74,,1,364,https://m.media-amazon.com/images/I/61ZMrMANV2L._AC_UL320_.jpg,Jean,Men's Skinny Fit Jeans,SKU: B01NBOFQGP
171,B07Z6DXSH1,Women's White Skinny Fit High Rise Clean Look Stretchable Regular Length Denim Jeans,Miss Chase,0,0,0,899,3.7,135,63,,1,135,https://m.media-amazon.com/images/I/71SyYaoK5+L._AC_UL320_.jpg,Jean,Women's White Skinny Fit High Rise Clean Look Stretchable Regular Length Denim Jeans,SKU: B07Z6DXSH1
172,B07B18GFX3,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,719,3.5,"1,219",58,,1,"1,219",https://m.media-amazon.com/images/I/71vnemyYCOL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B07B18GFX3
173,B09BVXK37V,Women's Regular Jeans,Levi's,0,0,0,"1,271",4,13,49,,1,13,https://m.media-amazon.com/images/I/814YItz1pvL._AC_UL320_.jpg,Jean,Women's Regular Jeans,SKU: B09BVXK37V
174,B098LJV3KK,"Men's Easies,Skinny Fit,Solid,Jeans",Easies by Killer,0,0,0,974,4,13,70,,1,13,https://m.media-amazon.com/images/I/81BvvqlNtaL._UY550_.jpg,Jean,"Men's Easies,Skinny Fit,Solid,Jeans",SKU: B098LJV3KK
175,B09BVZ3SHN,Men's Slim Jeans,Levi's,0,0,0,"1,455",3.9,355,48,,1,355,https://m.media-amazon.com/images/I/71MKlXG11NL._UY550_.jpg,Jean,Men's Slim Jeans,SKU: B09BVZ3SHN
176,B08C1431VJ,Men's Straight Fit Jeans,Cherokee by Unlimited,0,0,0,539,4,131,40,,1,131,https://m.media-amazon.com/images/I/81U8frcTShL._UY550_.jpg,Jean,Men's Straight Fit Jeans,SKU: B08C1431VJ
177,B085T6X85P,Men Jeans,Jack & Jones,0,0,0,"1,285",3.2,25,63,,1,25,https://m.media-amazon.com/images/I/81S+NNxIb7L._AC_UL320_.jpg,Jean,Men Jeans,SKU: B085T6X85P
178,B07DB5CB92,Men's Regular Fit Denim Jeans(BM-JNS-WHTE),Ben Martin,0,0,0,589,3.7,235,80,,1,235,https://m.media-amazon.com/images/I/61CAZ8XJxgL._AC_UL320_.jpg,Jean,Men's Regular Fit Denim Jeans(BM-JNS-WHTE),SKU: B07DB5CB92
179,B09QL3HGCR,KPC Women's Light Blue Skinny Fitting Regular Length Clean Look Stretchable Denim Jeans for Girls Size 28,Generic,0,0,0,389,0,0,68,,0,"₹389
₹1,199 Save ₹810 (68%)",,Jean,KPC Women's Light Blue Skinny Fitting Regular Length Clean Look Stretchable Denim Jeans for Girls Size 28,SKU: B09QL3HGCR
180,B0979DR1HJ,Men's Regular Jeans,Spykar,0,0,0,"1,174",3.8,19,61,,1,19,https://m.media-amazon.com/images/I/71wZYZ1vBES._AC_UL320_.jpg,Jean,Men's Regular Jeans,SKU: B0979DR1HJ
181,B08G34NLBR,Women's Straight Fit Jeans,AKA CHIC,0,0,0,836,4.1,386,67,,1,386,https://m.media-amazon.com/images/I/81YmvOEyQ8L._AC_UL320_.jpg,Jean,Women's Straight Fit Jeans,SKU: B08G34NLBR
182,B08J3N36N6,Men's Skinny Jeans,Spykar,0,0,0,"1,193",1.8,4,59,,0,4,https://m.media-amazon.com/images/I/71GwwzeYIfL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B08J3N36N6
183,B08X374RRC,Women's Skinny Fit Jeans,V-Girl,0,0,0,599,3.8,601,70,,0,601,https://m.media-amazon.com/images/I/616Sc3K8DuL._AC_UL320_.jpg,Jean,Women's Skinny Fit Jeans,SKU: B08X374RRC
184,B08VWXN7GW,Men Jeans Pant Stretch Slim Fit,Men,0,0,0,599,3.3,"1,180",80,,1,0-DEGREE,https://m.media-amazon.com/images/I/71Mf2Yi0kZL._UY550_.jpg,Jean,Men Jeans Pant Stretch Slim Fit,SKU: B08VWXN7GW
185,B09LCSLHMP,Men's Skinny Jeans,Amazon Brand - Symbol,0,0,0,709,4,2,65,,1,2,https://m.media-amazon.com/images/I/81BScnSqJtL._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B09LCSLHMP
186,B09BZPW8PZ,Mens SMU Jeans Skinny,Integriti,0,0,0,829,3.7,7,68,,1,7,https://m.media-amazon.com/images/I/71jnmYcd-tL._AC_UL320_.jpg,Jean,Mens SMU Jeans Skinny,SKU: B09BZPW8PZ
187,B07SRCPPNS,Men's Slim Fit Jeans,Novarc,0,0,0,575,3.7,380,68,,1,380,https://m.media-amazon.com/images/I/712pHoSq6WL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07SRCPPNS
188,B08ZCMPHB7,Men's Slim Jeans,EASYBUY,0,0,0,799,3,2,0,,1,2,https://m.media-amazon.com/images/I/81HYmkpzx0L._UY550_.jpg,Jean,Men's Slim Jeans,SKU: B08ZCMPHB7
189,B078WSG6SG,Women's Denim Stretchable Slim Fit Jeans,NIFTY,0,0,0,799,3.8,849,47,,1,849,https://m.media-amazon.com/images/I/61TkzLFM92L._AC_UL320_.jpg,Jean,Women's Denim Stretchable Slim Fit Jeans,SKU: B078WSG6SG
190,B07W3TDXZM,Women's Slim Jeans,AKA CHIC,0,0,0,709,3.9,232,72,,1,232,https://m.media-amazon.com/images/I/81spDK8u8JL._AC_UL320_.jpg,Jean,Women's Slim Jeans,SKU: B07W3TDXZM
191,B09GM1P3DB,Men's Slim Fit Jeans White,EditLook,0,0,0,499,2.9,4,67,,1,4,https://m.media-amazon.com/images/I/61t-nvaxWoL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans White,SKU: B09GM1P3DB
192,B07CVL11PT,Men Blue Jeans,Pepe Jeans,0,0,0,"1,249",3.9,860,57,,1,860,https://m.media-amazon.com/images/I/51OknCJzVAL._UX679_.jpg,Jean,Men Blue Jeans,SKU: B07CVL11PT
193,B08X6CH583,Men's Five Pockets Straight Denim Stretch Jeans,RING OF FIRE,0,0,0,"9,953",4.4,46,0,,0,46,https://m.media-amazon.com/images/I/71O0OVwv3cL._AC_UX342_.jpg,Jean,Men's Five Pockets Straight Denim Stretch Jeans,SKU: B08X6CH583
194,B09CDS9H67,Habit Creation Women's High Waist Ankle Length Stretchable Single Button Skinny Fit Denim Jeans,Generic,0,0,0,699,4.1,12,30,,0,12,https://m.media-amazon.com/images/I/31+8q37DVWL._AC_UL320_.jpg,Jean,Habit Creation Women's High Waist Ankle Length Stretchable Single Button Skinny Fit Denim Jeans,SKU: B09CDS9H67
195,B08BR4QP4T,Women's Stylish Slim Fit Denim Jeans,Girls Clubs,0,0,0,719,4.4,16,60,,0,16,https://m.media-amazon.com/images/I/71m7vW+3xLL._AC_UL320_.jpg,Jean,Women's Stylish Slim Fit Denim Jeans,SKU: B08BR4QP4T
196,B094VXLMNC,Men's Carrot Slim Jeans,Cherokee by Unlimited,0,0,0,519,0,0,42,,1,"₹519
₹899 Save ₹380 (42%)",https://m.media-amazon.com/images/I/71XC-VL-9BL._AC_UL320_.jpg,Jean,Men's Carrot Slim Jeans,SKU: B094VXLMNC
197,B07W8MK8H2,Women's Regular Jeans,AKA CHIC,0,0,0,843,4.2,609,65,,1,609,https://m.media-amazon.com/images/I/71EoojSl3CL._AC_UL320_.jpg,Jean,Women's Regular Jeans,SKU: B07W8MK8H2
198,B082MDL46H,Men's Stretch Carrot Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,729,3.6,"1,150",70,,1,"1,150",https://m.media-amazon.com/images/I/71T16l3GJnL._UY550_.jpg,Jean,Men's Stretch Carrot Stretchable Jeans,SKU: B082MDL46H
199,B09B4ZKQGZ,Women's Stretch Jeans,AKA CHIC,0,0,0,999,5,1,50,,1,1,https://m.media-amazon.com/images/I/81tD0PorpnL._AC_UL320_.jpg,Jean,Women's Stretch Jeans,SKU: B09B4ZKQGZ
200,B09DD2VYR3,Women's Regular Jeans,VERO MODA,0,0,0,"1,092",4.1,31,67,,1,31,https://m.media-amazon.com/images/I/61Mmatk0F4L._UY550_.jpg,Jean,Women's Regular Jeans,SKU: B09DD2VYR3
201,B07ZVRQKDY,Women's Relaxed Jeans,AKA CHIC,0,0,0,914,3.7,227,66,,1,227,https://m.media-amazon.com/images/I/91BOfaa5IDL._UY550_.jpg,Jean,Women's Relaxed Jeans,SKU: B07ZVRQKDY
202,B09BJXQHQ5,Men's Slim Fit Jeans,Ben Martin,0,0,0,699,3.6,"1,035",77,,1,"1,035",https://m.media-amazon.com/images/I/61KZNB54U3L._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B09BJXQHQ5
203,B08TSW2T91,Men's Slim Jeans,Lee Cooper,0,0,0,"2,277",3,2,24,,1,2,https://m.media-amazon.com/images/I/71zLTS-w8aL._UX425_.jpg,Jean,Men's Slim Jeans,SKU: B08TSW2T91
204,B09BVVXNG6,Women's Regular Jeans,Levi's,0,0,0,"1,331",3.4,23,47,,1,23,https://m.media-amazon.com/images/I/810r6zpvlkS._UY550_.jpg,Jean,Women's Regular Jeans,SKU: B09BVVXNG6
205,B099JK56P1,Men's Chino Regular Jeans,Pepe Jeans,0,0,0,"1,763",1,3,51,,1,3,,Jean,Men's Chino Regular Jeans,SKU: B099JK56P1
206,B07HLXKS4H,Women's Boot Cut Jeans,AKA CHIC,0,0,0,888,4.2,"1,318",66,,1,"1,318",https://m.media-amazon.com/images/I/81UIotxdLPL._AC_UL320_.jpg,Jean,Women's Boot Cut Jeans,SKU: B07HLXKS4H
207,B07RFK5N6M,mens Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,729,3.7,66,72,,1,66,https://m.media-amazon.com/images/I/81ZVu9dy4DL._AC_UL320_.jpg,Jean,mens Stretchable Jeans,SKU: B07RFK5N6M
208,B07MV6WHGM,Men's Slim Fit Jeans,"L,Zard",0,0,0,499,3.2,229,78,,1,229,https://m.media-amazon.com/images/I/61PVjUkg4zL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07MV6WHGM
209,B07XMRZ4SL,Men's Regular Fit Cargo Pants,Urban Legends,0,0,0,779,3.3,201,74,,1,201,https://m.media-amazon.com/images/I/71xF2BcNKGL._AC_UL320_.jpg,Jean,Men's Regular Fit Cargo Pants,SKU: B07XMRZ4SL
210,B075P2G7ZK,Men's Skinny Jeans,U.S. POLO ASSN.,0,0,0,"2,001",3.8,66,9,,1,66,https://m.media-amazon.com/images/I/71c2ytJQKgL._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B075P2G7ZK
211,B099JCLLW9,Men's Skinny Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,789,3.9,21,68,,1,21,https://m.media-amazon.com/images/I/81wOxhEf2aL._AC_UL320_.jpg,Jean,Men's Skinny Jeans,SKU: B099JCLLW9
212,B07CW4BNBM,mens Jeans,Pepe Jeans,0,0,0,"1,402",3.7,23,52,,1,23,https://m.media-amazon.com/images/I/51CKXX72-rS._UX522_.jpg,Jean,mens Jeans,SKU: B07CW4BNBM
213,B092DHTRJ2,Men's Slim Jeans,Men's,0,0,0,865,3.9,137,73,,1,LAWMAN PG3,https://m.media-amazon.com/images/I/81vv2xzbhFL._AC_UL320_.jpg,Jean,Men's Slim Jeans,SKU: B092DHTRJ2
214,B09JSJKQ3X,Regular Fit Cargos Jeans Jogger Pack of 1 Color Grey,Generic,0,0,0,345,0,0,31,,0,"₹345
₹499 Save ₹154 (31%)",,Jean,Regular Fit Cargos Jeans Jogger Pack of 1 Color Grey,SKU: B09JSJKQ3X
215,B08S3D485L,Men's Light Blue Slim Fit Heavy Distressed/Torn Jeans,Urbano Fashion,0,0,0,749,3.8,150,58,,1,150,https://m.media-amazon.com/images/I/61bya74GM8L._AC_UL320_.jpg,Jean,Men's Light Blue Slim Fit Heavy Distressed/Torn Jeans,SKU: B08S3D485L
216,B077N4DHS4,Men's Jeans,EditLook,0,0,0,487,3.6,561,68,,1,561,https://m.media-amazon.com/images/I/71YV0wBJ-TL._AC_UL320_.jpg,Jean,Men's Jeans,SKU: B077N4DHS4
217,B082S2G2M1,Men's Ice Blue Slim Fit Denim Jeans Stretchable,Urbano Fashion,0,0,0,649,3.9,176,57,,1,176,https://m.media-amazon.com/images/I/61imyUYM5SL._UX522_.jpg,Jean,Men's Ice Blue Slim Fit Denim Jeans Stretchable,SKU: B082S2G2M1
218,B07N22MG4J,Men's Slim Fit Jeans,Wrangler,0,0,0,973,3.9,10,51,,1,10,https://m.media-amazon.com/images/I/81+lJQ6RIrL._UY550_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07N22MG4J
219,B097MRKJDX,Men's Jogger Regular Jeans,Amazon Brand - Symbol,0,0,0,749,4.2,212,66,,1,212,https://m.media-amazon.com/images/I/81cjnyFcGUL._AC_UL320_.jpg,Jean,Men's Jogger Regular Jeans,SKU: B097MRKJDX
220,B082MFGVH1,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,509,3.7,522,73,,1,522,https://m.media-amazon.com/images/I/71ZGe8EE0QL._UY550_.jpg,Jean,Men's Slim Jeans,SKU: B082MFGVH1
221,B0989PBDML,Boy's Jogger Relaxed Jeans,Amazon Brand - Jam & Honey,0,0,0,719,3.6,6,64,,1,6,https://m.media-amazon.com/images/I/915DetF-K3L._UY550_.jpg,Jean,Boy's Jogger Relaxed Jeans,SKU: B0989PBDML
222,B07ZVR34C5,Women's Relaxed Jeans,AKA CHIC,0,0,0,812,4,128,70,,1,128,https://m.media-amazon.com/images/I/81TaEzISluL._AC_UL320_.jpg,Jean,Women's Relaxed Jeans,SKU: B07ZVR34C5
223,B09CH45QWT,Mens Relaxed Fit Stretchable Jeans Regular,Amazon Brand - House & Shields,0,0,0,619,4.2,24,66,,1,24,https://m.media-amazon.com/images/I/81NXqMWEGTL._AC_UL320_.jpg,Jean,Mens Relaxed Fit Stretchable Jeans Regular,SKU: B09CH45QWT
224,B07CN4S5J4,Women's Loose Fit Jeans,AKA CHIC,0,0,0,793,3.8,807,60,,1,807,https://m.media-amazon.com/images/I/81kvsWLrYUL._AC_UL320_.jpg,Jean,Women's Loose Fit Jeans,SKU: B07CN4S5J4
225,B09H56HWG1,Kraus Skinny Fit Ankle Length Cotton Blend Womens Jeans (A21KRSCLFA1286-P),Kraus Jeans,0,0,0,"1,526",5,1,10,,1,1,https://m.media-amazon.com/images/I/51eJOPl7YNL._UX522_.jpg,Jean,Kraus Skinny Fit Ankle Length Cotton Blend Womens Jeans (A21KRSCLFA1286-P),SKU: B09H56HWG1
226,B07HZM91TP,Men's Carrot Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,789,3.6,261,68,,1,261,https://m.media-amazon.com/images/I/81QcbuXUuXL._AC_UL320_.jpg,Jean,Men's Carrot Stretchable Jeans,SKU: B07HZM91TP
227,B07YF3VJ53,Men's Slim Fit Jeans,Urbano Fashion,0,0,0,789,3.8,297,58,,1,297,https://m.media-amazon.com/images/I/61cNjjtuFML._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07YF3VJ53
228,B08RWGYTZ3,Blue Cotton Lycra Boyfriend High Rise Women Jeans,KOTTY,0,0,0,749,3,4,75,,1,4,https://m.media-amazon.com/images/I/71yoDUrbfBL._UY550_.jpg,Jean,Blue Cotton Lycra Boyfriend High Rise Women Jeans,SKU: B08RWGYTZ3
229,B07CN9N4RG,Women's High Rise Skinny Jeans,AKA CHIC,0,0,0,685,4.1,"2,657",60,,1,"2,657",https://m.media-amazon.com/images/I/81TF6FCGzKL._AC_UL320_.jpg,Jean,Women's High Rise Skinny Jeans,SKU: B07CN9N4RG
230,B096YBB8HR,Denim Blue Jeans with Belt for Womens | Girls,Selvo,0,0,0,399,2.9,25,75,,1,25,https://m.media-amazon.com/images/I/81Y049K308S._AC_UL320_.jpg,Jean,Denim Blue Jeans with Belt for Womens | Girls,SKU: B096YBB8HR
231,B07CVKZGXJ,Men Grey Jeans,Pepe Jeans,0,0,0,"2,099",4,367,30,,1,367,https://m.media-amazon.com/images/I/81H2J85L89L._UY550_.jpg,Jean,Men Grey Jeans,SKU: B07CVKZGXJ
232,B09BVXN94M,Women's Regular Jeans,Levi's,0,0,0,"1,383",3.9,38,45,,1,38,https://m.media-amazon.com/images/I/71X5StYCf3L._AC_UL320_.jpg,Jean,Women's Regular Jeans,SKU: B09BVXN94M
233,B07DFPTDM2,Men's Slim Fit Jeans,Urbano Fashion,0,0,0,689,3.7,553,51,,1,553,https://m.media-amazon.com/images/I/61dL-tqEQaL._AC_UL320_.jpg,Jean,Men's Slim Fit Jeans,SKU: B07DFPTDM2
234,B085J9M1XX,Women's Slim Jeans,Amazon Brand - Symbol,0,0,0,793,3.5,105,60,,1,105,https://m.media-amazon.com/images/I/71JBrvv3IeL._UY550_.jpg,Jean,Women's Slim Jeans,SKU: B085J9M1XX
235,B08VSBSGB8,Men's Slim Fit Washed Jeans Stretchable,Urbano Fashion,0,0,0,749,3.4,48,53,,1,48,https://m.media-amazon.com/images/I/61nvFVa1fFL._AC_UL320_.jpg,Jean,Men's Slim Fit Washed Jeans Stretchable,SKU: B08VSBSGB8
236,B09CVYNQH8,Men's Skinny Jeans,Spykar,0,0,0,"1,084",2.7,6,63,,1,6,https://m.media-amazon.com/images/I/51Vlzzh6pqL._UY550_.jpg,Jean,Men's Skinny Jeans,SKU: B09CVYNQH8
237,B07VZWVRJ7,Men's Skinny Jeans,United Colors of Benetton,0,0,0,"1,185",4.2,17,58,,1,17,https://m.media-amazon.com/images/I/81w2rcQLNvL._UX522_.jpg,Jean,Men's Skinny Jeans,SKU: B07VZWVRJ7
238,B099JMSDYG,Men's Carrot Fit Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,799,0,0,73,,1,"₹799
₹2,999 Save ₹2,200 (73%)",https://m.media-amazon.com/images/I/81KCwQc33hL._UY550_.jpg,Jean,Men's Carrot Fit Jeans,SKU: B099JMSDYG
239,B08PQ4V51W,Boys Cotton and Spandex Animal Printed Jeans in Aqua Color,Hopscotch,0,0,0,779,3.6,19,0,,1,19,https://m.media-amazon.com/images/I/614faxBWpsL._UX522_.jpg,Jean,Boys Cotton and Spandex Animal Printed Jeans in Aqua Color,SKU: B08PQ4V51W
240,B07HLZ6MPH,Women's Relaxed Jeans,AKA CHIC,0,0,0,757,3.9,214,66,,1,214,https://m.media-amazon.com/images/I/91S6UeN5e6L._AC_UL320_.jpg,Jean,Women's Relaxed Jeans,SKU: B07HLZ6MPH
241,B0989NP9RR,girls Jeans,Amazon Brand - Jam & Honey,0,0,0,563,0,0,69,,1,"₹563
₹1,799 Save ₹1,236 (69%)",https://m.media-amazon.com/images/I/91kRivFLMQL._UY550_.jpg,Jean,girls Jeans,SKU: B0989NP9RR
242,B07XQJC1BL,Men's Slim Apparel,Neostreak,0,0,0,413,3.7,50,81,,0,50,https://m.media-amazon.com/images/I/81Il88AgtVL._AC_UL320_.jpg,Jean,Men's Slim Apparel,SKU: B07XQJC1BL
