Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
179,B09GG54LMB,"Lloyd 6.0 kg Fully Automatic Front Load Washing Machine (GLWMF60WC1, White)",Lloyd,0,0,0,"21,447",5,2,37,"Tue, 22 Feb, 8:00 am - 5:00 pm",0,2,https://m.media-amazon.com/images/I/51899BALeCL._AC_UL320_.jpg,Washing machine,"Lloyd 6.0 kg Fully Automatic Front Load Washing Machine (GLWMF60WC1, White)",SKU: B09GG54LMB
180,B092MRDDRP,PARDZWORLD Shock Absorber or Dampers-(1 Pair/Set of 2) Suitable for IFB Front Loading Washing Machines.(Black)(UF221MNFDA040),PARDZWORLD,0,0,0,699,4.2,27,39,"Monday, February 21",1,27,https://m.media-amazon.com/images/I/51Gv3Ev473L._AC_UL320_.jpg,Washing machine,PARDZWORLD Shock Absorber or Dampers-(1 Pair/Set of 2) Suitable for IFB Front Loading Washing Machines.(Black)(UF221MNFDA040),SKU: B092MRDDRP
181,B08W54X5PF,"White Westinghouse (Trademark by Electrolux) 7.5 Kg Semi-Automatic Top Loading Washing Machine (CSW7500, Maroon)",White,0,0,0,"8,499",3.5,6,32,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,6,https://m.media-amazon.com/images/I/61G05Pw0LUL._AC_UL320_.jpg,Washing machine,"White Westinghouse (Trademark by Electrolux) 7.5 Kg Semi-Automatic Top Loading Washing Machine (CSW7500, Maroon)",SKU: B08W54X5PF
182,B08BS6282Z,"Whirlpool Ace Supreme Plus 7.2 Kg Semi Automatic Washing Machine (Supersoak Technology, Grey Dazzle)",Whirlpool,0,0,0,0,4.1,29,0,,0,29,https://m.media-amazon.com/images/I/61WujRtb9+L._AC_UL320_.jpg,Washing machine,"Whirlpool Ace Supreme Plus 7.2 Kg Semi Automatic Washing Machine (Supersoak Technology, Grey Dazzle)",SKU: B08BS6282Z
183,B08774WLJY,"Samsung 6.5 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA65T4262VS/TL, Imperial Silver, Wobble technology)",Samsung,0,0,0,"19,500",4.2,69,16,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,69,https://m.media-amazon.com/images/I/61V4d266qwL._AC_UL320_.jpg,Washing machine,"Samsung 6.5 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA65T4262VS/TL, Imperial Silver, Wobble technology)",SKU: B08774WLJY
184,B09QX4WH25,"Langit Mini Portable Washing Machine Spin Dryer,Foldable Washing Machine,Small Handy Semi-Automatic Compact Washer for Traveling Mini Washing Machine for Camping,Creation Top Load Latest Machin",Langit,0,0,0,0,1,1,0,,0,1,https://m.media-amazon.com/images/I/51iKzo61QqS._SX425_.jpg,Washing machine,"Langit Mini Portable Washing Machine Spin Dryer,Foldable Washing Machine,Small Handy Semi-Automatic Compact Washer for Traveling Mini Washing Machine for Camping,Creation Top Load Latest Machin",SKU: B09QX4WH25
185,B08C33ZG82,"LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJSF1Z, Middle Free Silver)",LG,0,0,0,0,4.4,398,0,,0,398,https://m.media-amazon.com/images/I/612ga-KT5zL._AC_UL320_.jpg,Washing machine,"LG 8.0 Kg Inverter Fully-Automatic Top Loading Washing Machine (T80SJSF1Z, Middle Free Silver)",SKU: B08C33ZG82
186,B096NQXQ8T,"Midea 7 Kg Fully Automatic Top Load Washing Machine (MA200W70IN, Dark Grey)",Midea,0,0,0,"14,499",3.3,5,37,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,5,https://m.media-amazon.com/images/I/51yO2MPF7HS._AC_UL320_.jpg,Washing machine,"Midea 7 Kg Fully Automatic Top Load Washing Machine (MA200W70IN, Dark Grey)",SKU: B096NQXQ8T
187,B09H6R1V8Z,"Washer Dryer Anti Vibration Pads with Suction Cup Feet, Fridge Washing Machine Levelling Feet Anti Walk Pads Shock Furniture Legs (4 Piece) + Washing Machine Ball (4 Piece)",Washer,0,0,0,149,5,1,70,"Saturday, February 19",0,1,https://m.media-amazon.com/images/I/510bpbIsIXL._AC_UL320_.jpg,Washing machine,"Washer Dryer Anti Vibration Pads with Suction Cup Feet, Fridge Washing Machine Levelling Feet Anti Walk Pads Shock Furniture Legs (4 Piece) + Washing Machine Ball (4 Piece)",SKU: B09H6R1V8Z
188,B097K696T9,"IFB 7 Kg Fully-Automatic Front Loading Washing Machine (NEO DIVA WS, White,In-Built Heater, 3D Wash Technology)",IFB,0,0,0,"29,990",4.2,123,13,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,123,https://m.media-amazon.com/images/I/7186jA5LNCL._AC_UL320_.jpg,Washing machine,"IFB 7 Kg Fully-Automatic Front Loading Washing Machine (NEO DIVA WS, White,In-Built Heater, 3D Wash Technology)",SKU: B097K696T9
189,B087795NDB,"Samsung 7.0 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA70N4261SS/TL, Imperial Silver, Wobble Technology)",Samsung,0,0,0,"22,460",4.3,135,17,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,135,https://m.media-amazon.com/images/I/71hKkzqHYXL._AC_UL320_.jpg,Washing machine,"Samsung 7.0 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA70N4261SS/TL, Imperial Silver, Wobble Technology)",SKU: B087795NDB
190,B08Z7GPTXH,"YUVILEX Mini Folding Washing Machine Portable,Foldable Compact Ultrasonic Small Automatic USB Powered Cleaning Washer for Travel Home Business Trip",YUVILEX,0,0,0,"3,999",0,0,64,"Sunday, February 20",0,"₹3,999
₹10,999 Save ₹7,000 (64%)",https://m.media-amazon.com/images/I/31j3oYQyvRL._AC_UL320_.jpg,Washing machine,"YUVILEX Mini Folding Washing Machine Portable,Foldable Compact Ultrasonic Small Automatic USB Powered Cleaning Washer for Travel Home Business Trip",SKU: B08Z7GPTXH
191,B08KTFQVBB,"Samsung 6.5 Kg Fully-Automatic Top Loading Washing Machine (WA65A4002GS/TL, Imperial Silver, Center jet technology)",Samsung,0,0,0,"16,500",4.3,63,6,"Tue, 22 Feb, 8:00 am - 5:00 pm",0,63,https://m.media-amazon.com/images/I/31xUS+yvl7L._SX385_.jpg,Washing machine,"Samsung 6.5 Kg Fully-Automatic Top Loading Washing Machine (WA65A4002GS/TL, Imperial Silver, Center jet technology)",SKU: B08KTFQVBB
192,B097GYCWCL,,,0,0,0,0,0,0,0,,0,,https://m.media-amazon.com/images/I/81hovjezEBL._AC_UL320_.jpg,Washing machine,nan,SKU: B097GYCWCL
193,B081J121D4,"LG 8.0 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T80SJSS1Z, Free Silver, Jet Spray+)",LG,0,0,0,"31,000",4.5,128,18,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,128,https://m.media-amazon.com/images/I/81XAZymnwZL._AC_UL320_.jpg,Washing machine,"LG 8.0 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T80SJSS1Z, Free Silver, Jet Spray+)",SKU: B081J121D4
194,B078JLX3ZM,"IFB 8.5 kg 5 Star Fully-Automatic Front Loading Washing Machine (EXECUTIVE PLUS VX ID, White, In-Built Heater, 4D Wash technology)",IFB,0,0,0,"39,780",4.4,402,17,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,402,https://m.media-amazon.com/images/I/71RTJWtpe0L._AC_UL320_.jpg,Washing machine,"IFB 8.5 kg 5 Star Fully-Automatic Front Loading Washing Machine (EXECUTIVE PLUS VX ID, White, In-Built Heater, 4D Wash technology)",SKU: B078JLX3ZM
195,B08R5B7CMK,VIDEOCON SPIN MOTOR FOR SEMI AUTOMATIC WASHING MACHINE,VIDEOCON,0,0,0,"1,425",4,2,43,"Tuesday, February 22",0,2,https://m.media-amazon.com/images/I/41wOd0rI6sL._AC_UL320_.jpg,Washing machine,VIDEOCON SPIN MOTOR FOR SEMI AUTOMATIC WASHING MACHINE,SKU: B08R5B7CMK
196,B08HNYCJHX,"IFB 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (TL-RGS Aqua, Grey,Auto Imbalance System,3D Wash Technology)",IFB,0,0,0,"23,815",4.2,930,8,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,930,https://m.media-amazon.com/images/I/51v1g9hVZ8S._AC_UL320_.jpg,Washing machine,"IFB 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (TL-RGS Aqua, Grey,Auto Imbalance System,3D Wash Technology)",SKU: B08HNYCJHX
197,B09R49VCP8,,,0,0,0,0,0,0,0,,0,,,Washing machine,nan,SKU: B09R49VCP8
198,B084LGL7RG,"Samsung 8.5 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT85R4200LL/TL, Light Grey, Royal Blue Lid (Transparent), Hexa Storm Pulsator)",Samsung,0,0,0,0,4.4,177,0,,0,177,https://m.media-amazon.com/images/I/615tYpcHEqL._AC_UL320_.jpg,Washing machine,"Samsung 8.5 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT85R4200LL/TL, Light Grey, Royal Blue Lid (Transparent), Hexa Storm Pulsator)",SKU: B084LGL7RG
199,B09BR9NQ37,"Samsung 11.5 Kg Semi-Automatic Top Loading Washing Machine (WT11A4600LL/TL, Light Gray,Air Turbo Technology)",Samsung,0,0,0,0,5,5,0,,0,5,https://m.media-amazon.com/images/I/71kR3-jBoNL._AC_UL320_.jpg,Washing machine,"Samsung 11.5 Kg Semi-Automatic Top Loading Washing Machine (WT11A4600LL/TL, Light Gray,Air Turbo Technology)",SKU: B09BR9NQ37
200,B07VWY5Q1J,"AMAZOR Washing Machine Pulsator, Compatible with Godrej 6201, Panasonic, Intex Model (White)",AMAZOR,0,0,0,399,3.6,16,60,"Saturday, February 19",1,16,https://m.media-amazon.com/images/I/41QyQ4BjssL._SX425_.jpg,Washing machine,"AMAZOR Washing Machine Pulsator, Compatible with Godrej 6201, Panasonic, Intex Model (White)",SKU: B07VWY5Q1J
201,B08D7QST4Q,"Voltas Beko 8.5 kg Semi-Automatic Top Loading Washing Machine, 2 Casette Filter (WTT85DBLG, Sky Blue)",Voltas,0,0,0,0,3.9,7,0,,0,7,https://m.media-amazon.com/images/I/61ZQYrHWX6L._SX466_.jpg,Washing machine,"Voltas Beko 8.5 kg Semi-Automatic Top Loading Washing Machine, 2 Casette Filter (WTT85DBLG, Sky Blue)",SKU: B08D7QST4Q
202,B09HL3M1MD,"Dealnicy Portable Folding Washing Machine, Mini Foldable Washing Machine, Foldable Laundry tub Washing Machine for Home and Travel",Dealnicy,0,0,0,"6,999",0,0,22,"Sunday, February 20",1,"₹6,999
₹8,999 Save ₹2,000 (22%)",https://m.media-amazon.com/images/I/31HbRQTGMLL._AC_UL320_.jpg,Washing machine,"Dealnicy Portable Folding Washing Machine, Mini Foldable Washing Machine, Foldable Laundry tub Washing Machine for Home and Travel",SKU: B09HL3M1MD
203,B08HNW9FNY,"IFB 6.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (TL RSS Aqua, Light Grey, 3D Wash technology)",IFB,0,0,0,0,4.2,"2,632",0,,0,"2,632",https://m.media-amazon.com/images/I/512P0AxxQBL._AC_UL320_.jpg,Washing machine,"IFB 6.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (TL RSS Aqua, Light Grey, 3D Wash technology)",SKU: B08HNW9FNY
204,B07W5YP7TS,"Panasonic 8 kg Semi-Automatic Top Loading Washing Machine (NA-W80H5RRB, Shiny red)",Panasonic,0,0,0,"15,520",3.4,10,19,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,10,https://m.media-amazon.com/images/I/614OrznsK4L._AC_UL320_.jpg,Washing machine,"Panasonic 8 kg Semi-Automatic Top Loading Washing Machine (NA-W80H5RRB, Shiny red)",SKU: B07W5YP7TS
205,B09875KQXQ,"Gem 6.8 Kg Semi-Automatic Top Loading Washing Machine (WM GWM88RD, Red)",Gem,0,0,0,"8,569",0,0,30,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,"₹8,569
₹12,200 Save ₹3,631 (30%)",https://m.media-amazon.com/images/I/51XC9uK9tML._AC_UL320_.jpg,Washing machine,"Gem 6.8 Kg Semi-Automatic Top Loading Washing Machine (WM GWM88RD, Red)",SKU: B09875KQXQ
206,B092QN6BZY,"TOSHIBA 8 Kg 5 Star energy rating Inverter Fully Automatic Top Loading Washing Machine (AW-DJ900D-IND, Silver)",TOSHIBA,0,0,0,0,5,1,0,,0,1,https://m.media-amazon.com/images/I/51lcov1B9xS._AC_UL320_.jpg,Washing machine,"TOSHIBA 8 Kg 5 Star energy rating Inverter Fully Automatic Top Loading Washing Machine (AW-DJ900D-IND, Silver)",SKU: B092QN6BZY
207,B09J1MP2K7,"LSRP's Universal Fit Washing Machine Pulsator Roller Compatible with LG Semi Automatic Washing Machine Roller Jet - Washing Machine Accessories - Washing Machine Parts - Grey (Set of 3 Rollers, 3)",LSRP's,0,0,0,159,4.7,4,77,"Saturday, February 19",1,4,https://m.media-amazon.com/images/I/71cVgCtxE5L._AC_UL320_.jpg,Washing machine,"LSRP's Universal Fit Washing Machine Pulsator Roller Compatible with LG Semi Automatic Washing Machine Roller Jet - Washing Machine Accessories - Washing Machine Parts - Grey (Set of 3 Rollers, 3)",SKU: B09J1MP2K7
208,B084LGX96J,"Samsung 8.0 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT80R4200LG/TL, Light Grey, Royal Blue Lid (Transparent), Hexa Storm Pulsator)",Samsung,0,0,0,0,4.4,192,0,,0,192,https://m.media-amazon.com/images/I/51dbzzb-mnL._AC_UL320_.jpg,Washing machine,"Samsung 8.0 Kg Semi-Automatic 5 Star Top Loading Washing Machine (WT80R4200LG/TL, Light Grey, Royal Blue Lid (Transparent), Hexa Storm Pulsator)",SKU: B084LGX96J
209,B08YK9V71Y,"Samsung 8.0 Kg Fully-Automatic Top Loading Washing Machine (WA80T4560VS/TL,Imperial Silver), 8 Kg",Samsung,0,0,0,"25,490",3.9,16,12,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,16,https://m.media-amazon.com/images/I/31xg0lzAczL._AC_UL320_.jpg,Washing machine,"Samsung 8.0 Kg Fully-Automatic Top Loading Washing Machine (WA80T4560VS/TL,Imperial Silver), 8 Kg",SKU: B08YK9V71Y
210,B08QW1DCR3,Misaki Mini Foldable Portable Small High-Frequency Vibration Automatic Ultrasonic Washing Machine (Multicolour),Misaki,0,0,0,"4,299",3.7,36,57,"Sunday, February 20",1,36,https://m.media-amazon.com/images/I/61JEjLTsDHL._AC_UL320_.jpg,Washing machine,Misaki Mini Foldable Portable Small High-Frequency Vibration Automatic Ultrasonic Washing Machine (Multicolour),SKU: B08QW1DCR3
211,B08DF1RHFZ,"LG 8 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T80SJMB1Z, Middle Black, Jet Spray+)",LG,0,0,0,0,4.5,31,0,,0,31,https://m.media-amazon.com/images/I/71-smDZeF+L._AC_UL320_.jpg,Washing machine,"LG 8 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T80SJMB1Z, Middle Black, Jet Spray+)",SKU: B08DF1RHFZ
212,B09C3NVP26,Voltas Beko 9 kg Semi Automatic Washing Machine (Burgundy) WTT90AGRT,Voltas,0,0,0,"15,990",4.5,2,22,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,2,https://m.media-amazon.com/images/I/51cSeOVwo9L._SX425_.jpg,Washing machine,Voltas Beko 9 kg Semi Automatic Washing Machine (Burgundy) WTT90AGRT,SKU: B09C3NVP26
213,B0716SFQ4Y,"Haier 7 Kg Fully-Automatic Top Loading Washing Machine (HWM70-707NZP, Silver Grey)",Haier,0,0,0,0,3.8,30,0,,0,30,https://m.media-amazon.com/images/I/71vcp2W6NsL._AC_UL320_.jpg,Washing machine,"Haier 7 Kg Fully-Automatic Top Loading Washing Machine (HWM70-707NZP, Silver Grey)",SKU: B0716SFQ4Y
214,B08CPMG9N6,"LG 6.5 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (FHT1265ZNW, White, 6 Motion Direct Drive)",LG,0,0,0,"31,999",4.4,378,19,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,378,https://m.media-amazon.com/images/I/81h0fgr-udL._AC_UL320_.jpg,Washing machine,"LG 6.5 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (FHT1265ZNW, White, 6 Motion Direct Drive)",SKU: B08CPMG9N6
215,B08ZKL5PK2,"LG 7.5 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T75SKSF1Z, Middle Free Silver)",LG,0,0,0,"21,201",4.2,143,27,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,143,https://m.media-amazon.com/images/I/61BQnTgt44L._AC_UL320_.jpg,Washing machine,"LG 7.5 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T75SKSF1Z, Middle Free Silver)",SKU: B08ZKL5PK2
216,B08YRG63BJ,"Whirlpool 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (SUPERB ATOM 70S, Silver Grey Dazzle)",Whirlpool,0,0,0,"10,475",4,13,14,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,13,https://m.media-amazon.com/images/I/81FyYXoQF-L._AC_UL320_.jpg,Washing machine,"Whirlpool 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (SUPERB ATOM 70S, Silver Grey Dazzle)",SKU: B08YRG63BJ
217,B0912VMP4V,Godrej 8 Kg Semi Automatic Washing Machine (WS EDGE ULT 80 5.0 DB2 M WH Black),Godrej,0,0,0,"16,750",3.2,6,9,"Thursday, February 17",0,6,https://m.media-amazon.com/images/I/31h7MlGHswL._AC_UL320_.jpg,Washing machine,Godrej 8 Kg Semi Automatic Washing Machine (WS EDGE ULT 80 5.0 DB2 M WH Black),SKU: B0912VMP4V
218,B08GSS2T33,"LG 6.5 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T65SKSF1Z, Middle Free Silver) 2020",LG,0,0,0,"19,490",4.2,56,11,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,56,https://m.media-amazon.com/images/I/515LuYajqfL._AC_UL320_.jpg,Washing machine,"LG 6.5 Kg 5 Star Smart Inverter Fully-Automatic Top Loading Washing Machine (T65SKSF1Z, Middle Free Silver) 2020",SKU: B08GSS2T33
219,B08F4F2F9C,Spareplanet™Knob Compatible with LG Semi Automatic Washing Machine (Set of 4 Pieces)(Match and Buy),Spareplanet™Knob,0,0,0,154,4.2,13,69,"Monday, February 21",1,13,https://m.media-amazon.com/images/I/41rr7o23jiL._AC_UL320_.jpg,Washing machine,Spareplanet™Knob Compatible with LG Semi Automatic Washing Machine (Set of 4 Pieces)(Match and Buy),SKU: B08F4F2F9C
220,B09FGBPMGX,"Kresal Folding Portable Mini Washing Machine, Ultrasonic Ozone Sterilization,Mini Washing Machine,Folding Washing Machine for wash Baby Clothes, Apartment Dorm,Travelling，Gift for Friend or Family",Kresal,0,0,0,"3,989",0,0,50,"Saturday, February 19",1,"₹3,989
₹8,000 Save ₹4,011 (50%)",https://m.media-amazon.com/images/I/61bhJaqMm5L._AC_UL320_.jpg,Washing machine,"Kresal Folding Portable Mini Washing Machine, Ultrasonic Ozone Sterilization,Mini Washing Machine,Folding Washing Machine for wash Baby Clothes, Apartment Dorm,Travelling，Gift for Friend or Family",SKU: B09FGBPMGX
221,B08KY9S6V1,"LG 7 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (FHT1207ZNL, Silver, 6 Motion Direct Drive Washer with Steam)",LG,0,0,0,"34,267",4.4,373,31,"Thu, 17 Feb, 7:00 am - 9:00 pm",0,373,https://m.media-amazon.com/images/I/81B1Z3n6naS._SY500_.jpg,Washing machine,"LG 7 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (FHT1207ZNL, Silver, 6 Motion Direct Drive Washer with Steam)",SKU: B08KY9S6V1
222,B08778P79Q,"Samsung 6.5 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA65T4262BS/TL, Imperial Silver, wobble technology)",Samsung,0,0,0,"19,490",4.2,48,11,"Tue, 22 Feb, 8:00 am - 5:00 pm",0,48,https://m.media-amazon.com/images/I/71K5xF-X5gL._AC_UL320_.jpg,Washing machine,"Samsung 6.5 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA65T4262BS/TL, Imperial Silver, wobble technology)",SKU: B08778P79Q
223,B08YS3WTVL,"LG 7.0 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (FHM1207ADL, Silver, 6 Motion Technology)",LG,0,0,0,0,4.4,485,0,,0,485,https://m.media-amazon.com/images/I/819waAkfPeS._AC_UL320_.jpg,Washing machine,"LG 7.0 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine (FHM1207ADL, Silver, 6 Motion Technology)",SKU: B08YS3WTVL
224,B08SR4RHZ9,Bosch 8 kg 5 Star 1200RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver (WAJ2426PIN),Bosch,0,0,0,"34,990",4.5,195,22,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,195,https://m.media-amazon.com/images/I/61-cia4U9rL._AC_UL320_.jpg,Washing machine,Bosch 8 kg 5 Star 1200RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver (WAJ2426PIN),SKU: B08SR4RHZ9
225,B08WKGRG8D,"AMERICAN MICRONIC INSTRUMENTS AMI-WMS-80CLDx MICRONIC Top Loading Semi-Automatic Washing Machine with Washer and Dryer (White, 8 Kg)",AMERICAN,0,0,0,"8,986",2.8,4,24,,1,4,https://m.media-amazon.com/images/I/61gSA1t1LWL._AC_UL320_.jpg,Washing machine,"AMERICAN MICRONIC INSTRUMENTS AMI-WMS-80CLDx MICRONIC Top Loading Semi-Automatic Washing Machine with Washer and Dryer (White, 8 Kg)",SKU: B08WKGRG8D
226,B08HZ6V543,"Samsung 7.0 Kg Fully-Automatic Top Loading Washing Machine (WA70A4022FS/TL, Imperial Silver, Wobble technology)",Samsung,0,0,0,0,4.3,113,0,,0,113,https://m.media-amazon.com/images/I/71dvhL1tplL._AC_UL320_.jpg,Washing machine,"Samsung 7.0 Kg Fully-Automatic Top Loading Washing Machine (WA70A4022FS/TL, Imperial Silver, Wobble technology)",SKU: B08HZ6V543
227,B09HTL9159,"Smit Fashion New Portable Mini Foldable Smart Washing Machine with Handle, Ozone Sterilization ultrasonic Cleaning Machine Best Travelling Washing Partner",Smit,0,0,0,"3,599",0,0,64,"Sunday, February 20",0,"₹3,599
₹9,999 Save ₹6,400 (64%)",https://m.media-amazon.com/images/I/61fbWnz0zoS._AC_UL320_.jpg,Washing machine,"Smit Fashion New Portable Mini Foldable Smart Washing Machine with Handle, Ozone Sterilization ultrasonic Cleaning Machine Best Travelling Washing Partner",SKU: B09HTL9159
228,B09DD3KL94,"LG 8 kg 5 Star Inverter Wi-Fi Fully-Automatic Front Loading Washing Machine (FHV1408ZWP, Platinum Silver, Steam)",LG,0,0,0,0,4.3,56,0,,0,56,https://m.media-amazon.com/images/I/61CshCr2bwL._AC_UL320_.jpg,Washing machine,"LG 8 kg 5 Star Inverter Wi-Fi Fully-Automatic Front Loading Washing Machine (FHV1408ZWP, Platinum Silver, Steam)",SKU: B09DD3KL94
229,B08TBH2QQV,"Bosch 7 Kg Fully-Automatic Front Loading Washing Machine (WAJ2426WIN, White)",Bosch,0,0,0,0,4.6,6,0,,0,6,https://m.media-amazon.com/images/I/71n4098WUPL._AC_UL320_.jpg,Washing machine,"Bosch 7 Kg Fully-Automatic Front Loading Washing Machine (WAJ2426WIN, White)",SKU: B08TBH2QQV
230,B08R8P2RYL,"JP Online Super Store Descaler Washing Machine Drum Cleaner All Top Load Machine Powder, Specially Designed For 100% Tough Stain Removal (500ml)",JP,0,0,0,349,4,20,59,"Sunday, February 20",0,Liquid,https://m.media-amazon.com/images/I/61EO8Jx-nlL._AC_UL320_.jpg,Washing machine,"JP Online Super Store Descaler Washing Machine Drum Cleaner All Top Load Machine Powder, Specially Designed For 100% Tough Stain Removal (500ml)",SKU: B08R8P2RYL
231,B08J3KFLBT,Bosch 8 kg 5 Star 1400RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver  (WAJ28262IN),Bosch,0,0,0,"36,990",4.5,701,21,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,701,https://m.media-amazon.com/images/I/61aB7OSEdfL._AC_UL320_.jpg,Washing machine,Bosch 8 kg 5 Star 1400RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver  (WAJ28262IN),SKU: B08J3KFLBT
232,B099S17W6S,"LG 7 kg 5 Star Semi-Automatic Top Loading Washing Machine (P7010RRAZ, Burgundy, Roller Jet Pulsator), Large",LG,0,0,0,0,4.4,111,0,,0,111,https://m.media-amazon.com/images/I/61LW60PIkaL._AC_UL320_.jpg,Washing machine,"LG 7 kg 5 Star Semi-Automatic Top Loading Washing Machine (P7010RRAZ, Burgundy, Roller Jet Pulsator), Large",SKU: B099S17W6S
233,B08XXHF61L,Bosch WOA852S1IN/2IN 8.5kg Fully Automatic Top Loading Washing Machine( Silver),Bosch,0,0,0,"30,859",5,1,16,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,1,https://m.media-amazon.com/images/I/31LbMp-uPjL._AC_UL320_.jpg,Washing machine,Bosch WOA852S1IN/2IN 8.5kg Fully Automatic Top Loading Washing Machine( Silver),SKU: B08XXHF61L
234,B08XLV4NTG,"Lloyd 7 kg Semi Automatic Top Load Washing Machine (LWMS70BE1, Blossom Blue)",Lloyd,0,0,0,0,4.4,2,0,,0,2,https://m.media-amazon.com/images/I/416pItwR34L._SX466_.jpg,Washing machine,"Lloyd 7 kg Semi Automatic Top Load Washing Machine (LWMS70BE1, Blossom Blue)",SKU: B08XLV4NTG
235,B08KGMQCTP,"Haier 6.5 Kg Semi-Automatic Top Loading Washing Machine (HTW65-1187BO, Burgundy)",Haier,0,0,0,0,1,1,0,,0,1,https://m.media-amazon.com/images/I/71aXUNnMNIL._AC_UL320_.jpg,Washing machine,"Haier 6.5 Kg Semi-Automatic Top Loading Washing Machine (HTW65-1187BO, Burgundy)",SKU: B08KGMQCTP
236,B08SR4L6X2,"Bosch 8 kg 5 Star Touch Control Fully Automatic Front Load with Heater (WAJ2426AIN, White)",Bosch,0,0,0,"32,490",4.5,942,22,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,942,https://m.media-amazon.com/images/I/71HfSlWiOSS._AC_UL320_.jpg,Washing machine,"Bosch 8 kg 5 Star Touch Control Fully Automatic Front Load with Heater (WAJ2426AIN, White)",SKU: B08SR4L6X2
237,B08C7RK6TJ,"Onida 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (S70OIB, White)",Onida,0,0,0,"10,399",4.1,112,9,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,112,https://m.media-amazon.com/images/I/81FyYXoQF-L._AC_UL320_.jpg,Washing machine,"Onida 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (S70OIB, White)",SKU: B08C7RK6TJ
238,B08XXG1X32,"Bosch WAJ2426GIN Front Loading Washing Machine, 8 kg 1200 rpm (2021)",Bosch,0,0,0,"39,199",4.2,28,21,"Tue, 15 Feb, 7:00 am - 9:00 pm",0,28,https://m.media-amazon.com/images/I/41Q1hOxkTHL._AC_UL320_.jpg,Washing machine,"Bosch WAJ2426GIN Front Loading Washing Machine, 8 kg 1200 rpm (2021)",SKU: B08XXG1X32
